date,game_id,home_team_fl,team,PTS,ORebs,DRebs,AST,TO,STL,BLK,Fouls,fg_pct,three_pt_pct,ft_pct,efg,pace
03/08/2018,4519130,1,Boise St.,75,9,9,14,12,8,0,17,41.699999999999996,40,88.2,50,70.48
03/14/2018,4526468,0,Boise St.,74,15,15,12,18,10,2,21,35.4,26.700000000000003,71.39999999999999,41.5,80.32
03/14/2018,4526468,1, Washington,77,7,7,16,16,9,9,24,47.4,42.1,65.2,54.400000000000006,76.12
11/10/2017,4443259,0,Maine,65,8,8,13,11,1,2,20,35.6,34.4,57.099999999999994,44.9,71.24
11/10/2017,4443259,1,Boston College,85,14,14,13,8,4,5,18,48.5,22.2,78.9,51.5,70.36
11/12/2017,4444374,0,South Carolina St.,52,7,7,7,13,4,2,18,32.1,23.1,68.2,34.9,68.68
11/12/2017,4444374,1,Boston College,91,16,16,18,15,7,5,20,48.4,44.4,77.3,57.8,72.68
11/14/2017,4449285,0,Sacred Heart,53,15,15,8,22,3,2,19,35,11.1,52.900000000000006,36.7,74.48
11/14/2017,4449285,1,Boston College,73,10,10,14,5,8,4,14,39.7,39.1,52.6,46.300000000000004,71.36
11/18/2017,4446600,0,Texas Tech,75,12,12,8,11,6,6,21,44.3,25,70.8,47.5,70.56
11/18/2017,4446600,1,Boston College,64,12,12,9,18,2,4,22,43.4,15.8,68.2,46.2,68.68
11/19/2017,4448071,0,La Salle,82,15,15,11,15,3,1,15,48.4,34.8,75,54.7,71.04
11/19/2017,4448071,1,Boston College,61,8,8,9,10,4,3,13,34.4,25,84.6,41,68.72
11/22/2017,4450316,0,Colgate,79,14,14,18,16,1,1,22,38.2,35.699999999999996,85.7,49.3,76.16
11/22/2017,4450316,1,Boston College,83,11,11,16,17,5,4,17,45.5,47.8,73.3,55.50000000000001,74.2
11/25/2017,4451944,0,Boston College,66,16,16,9,10,6,2,19,43.1,21.7,57.9,47.4,60.36
11/25/2017,4451944,1, Providence,86,10,10,13,11,3,0,17,59.3,55.60000000000001,66.7,68.5,62.92
11/29/2017,4454423,0,Boston College,62,14,14,13,15,2,4,19,42.6,18.2,75,45.9,65.52
11/29/2017,4454423,1, Nebraska,71,8,8,16,9,9,3,14,49.1,47.4,53.300000000000004,57.3,62.6
12/02/2017,4456455,0,Boston College,73,13,13,15,15,4,4,14,44.3,35,92.30000000000001,50,68.72
12/02/2017,4456455,1, Hartford,61,8,8,17,13,4,3,22,40.400000000000006,32.300000000000004,71.39999999999999,49.1,65.08
12/09/2017,4459556,0,Duke,84,13,13,13,11,10,3,20,46.400000000000006,26.700000000000003,92.30000000000001,52.2,72.72
12/09/2017,4459556,1,Boston College,89,10,10,18,17,3,1,18,50.8,57.699999999999996,80,63.1,74.6
12/12/2017,4461410,0,Columbia,66,4,4,12,11,6,1,17,41.5,31.2,100,49.2,72.88
12/12/2017,4461410,1,Boston College,81,11,11,16,15,4,3,9,45.6,44,78.3,55.300000000000004,71.12
12/17/2017,4463017,0,Central Conn. St.,65,9,9,15,15,6,3,17,40.400000000000006,36,71.39999999999999,48.199999999999996,69.16
12/17/2017,4463017,1,Boston College,84,15,15,17,14,4,2,14,50.8,40.9,68.8,57.9,69.04
12/23/2017,4465536,0,Richmond,73,14,14,19,15,5,3,14,43.3,25.900000000000002,66.7,48.5,73.28
12/23/2017,4465536,1,Boston College,78,10,10,11,10,6,5,12,44.6,40,58.8,52.300000000000004,72.48
12/30/2017,4466637,0,Boston College,58,7,7,4,13,2,3,11,42.3,31.8,100,49,61.08
12/30/2017,4466637,1, Virginia,59,10,10,10,9,7,6,12,39.7,39.1,66.7,47.4,59.64
01/03/2018,4468360,0,Clemson,74,8,8,13,13,8,1,14,42.9,34.8,90,50,69.8
01/03/2018,4468360,1,Boston College,70,6,6,15,14,5,5,16,49.1,42.9,83.3,56.99999999999999,67.64
01/06/2018,4470375,0,Wake Forest,71,15,15,14,15,3,1,25,34.8,46.2,73.3,43.5,75.6
01/06/2018,4470375,1,Boston College,77,6,6,15,7,6,9,16,37.3,31.8,74.3,43.2,75.4
01/09/2018,4472076,0,Boston College,66,8,8,17,5,4,4,15,38.7,36.4,46.2,48.4,64.72
01/09/2018,4472076,1, North Carolina,96,23,23,20,8,2,5,15,50,33.300000000000004,100,55.800000000000004,66.96
01/13/2018,4474815,0,Dartmouth,72,7,7,13,12,7,3,13,46.6,39.1,75,54.300000000000004,68.28
01/13/2018,4474815,1,Boston College,86,10,10,19,13,6,3,13,55.900000000000006,46.2,66.7,66.10000000000001,67.28
01/15/2018,4475533,0,Florida St.,75,21,21,11,10,3,1,22,33.800000000000004,19.2,88.9,36.9,76.92
01/15/2018,4475533,1,Boston College,81,4,4,16,12,4,8,18,46.400000000000006,39.1,80,54.50000000000001,75
01/21/2018,4478772,0,Boston College,69,9,9,10,16,7,1,21,35.4,27.6,78.9,41.5,80.36
01/21/2018,4478772,1, Louisville,77,6,6,12,13,10,4,17,40.400000000000006,34.8,74.2,47.4,77.64
01/24/2018,4480680,0,Boston College,63,5,5,14,17,7,2,16,47.699999999999996,47.8,83.3,60.199999999999996,61.28
01/24/2018,4480680,1, Syracuse,81,8,8,11,11,8,3,14,60.4,43.8,72.7,67.7,60.68
01/31/2018,4484516,0,Virginia Tech,85,8,8,19,10,10,1,16,43.5,34.300000000000004,72.2,52.2,78.92
01/31/2018,4484516,1,Boston College,80,9,9,16,16,6,3,15,41.699999999999996,33.300000000000004,80,50,78
02/04/2018,4487169,0,Georgia Tech,72,6,6,11,13,9,6,21,50.9,35.699999999999996,69.19999999999999,55.300000000000004,69.72
02/04/2018,4487169,1,Boston College,80,13,13,17,13,5,1,14,44.3,47.8,71.39999999999999,53.300000000000004,70.24
02/06/2018,4488441,0,Boston College,85,8,8,14,8,3,2,19,49.2,40,100,59,66.72
02/06/2018,4488441,1, Notre Dame,96,7,7,21,5,1,2,13,52.5,55.2,78.3,66.10000000000001,67.12
02/10/2018,4492357,0,Miami (FL),70,10,10,11,15,8,2,20,43.4,37,70,52.800000000000004,66.8
02/10/2018,4492357,1,Boston College,72,6,6,14,16,7,6,18,50,36.8,78.9,56.99999999999999,68.36
02/13/2018,4494494,0,Boston College,81,18,18,19,11,8,1,11,43.9,31,82.39999999999999,50.8,66.48
02/13/2018,4494494,1, Pittsburgh,58,2,2,14,20,7,1,15,41.699999999999996,44,77.8,53.1,69.96000000000001
02/17/2018,4498883,0,Notre Dame,84,2,2,16,13,5,4,10,63.3,60.9,72.7,77.60000000000001,64.84
02/17/2018,4498883,1,Boston College,67,9,9,10,13,4,3,11,44.6,33.300000000000004,83.3,50.9,65.28
02/20/2018,4501671,0,Boston College,66,20,20,8,12,7,3,18,38.2,16,33.300000000000004,40.8,73.28
02/20/2018,4501671,1, NC State,82,4,4,19,16,4,4,15,55.800000000000004,52.400000000000006,76.5,66.3,71.48
02/24/2018,4505993,0,Boston College,78,5,5,20,8,8,1,17,56.599999999999994,23.5,56.00000000000001,60.4,67
02/24/2018,4505993,1, Miami (FL),79,15,15,14,12,4,2,20,46.2,28.599999999999998,86.7,50.8,68.6
02/28/2018,4510730,0,Syracuse,70,12,12,8,15,5,4,19,38,41.699999999999996,88,48,64
02/28/2018,4510730,1,Boston College,85,9,9,19,10,7,1,22,48.1,51.9,79.2,61.1,65.56
03/03/2018,4512937,0,Boston College,76,9,9,14,18,3,2,21,40,42.9,80,49.2,80.6
03/03/2018,4512937,1, Florida St.,85,8,8,17,16,9,8,18,50,28.000000000000004,69.6,55.60000000000001,80.12
03/06/2018,4517188,0,Georgia Tech,77,9,9,14,13,9,6,29,39.7,25,73.7,43.2,85.36
03/06/2018,4517188,1,Boston College,87,8,8,13,17,6,3,18,46.7,14.299999999999999,78.4,48.3,85.28
03/07/2018,4517634,0,NC State,91,13,13,19,10,5,1,14,50.7,33.300000000000004,84.2,56.00000000000001,72.36
03/07/2018,4517634,1,Boston College,87,8,8,17,12,4,3,18,53.1,52.400000000000006,53.300000000000004,61.7,74.6
03/08/2018,4519196,0,Clemson,82,10,10,12,9,3,2,19,40.699999999999996,36.4,73.3,50.8,71.2
03/08/2018,4519196,1,Boston College,90,11,11,14,7,4,4,19,46.800000000000004,42.9,90.9,56.49999999999999,67.68
03/13/2018,4525498,0,Boston College,62,10,10,7,9,4,2,18,38.5,21.099999999999998,88.9,41.5,67.96
03/13/2018,4525498,1, Western Ky.,79,6,6,16,11,8,5,14,55.400000000000006,30,68.8,60.699999999999996,68.03999999999999
11/10/2017,4440917,0,Northeastern,65,8,8,14,18,3,6,17,40,25,83.3,45,70.56
11/10/2017,4440917,1,Boston U.,59,8,8,10,13,8,3,24,40.400000000000006,29.4,50,44.7,69.04
11/19/2017,4448700,0,Boston U.,66,8,8,14,9,5,3,18,37.7,37,47.599999999999994,45.9,71.24
11/19/2017,4448700,1, UConn,85,16,16,13,11,5,6,19,46.300000000000004,33.300000000000004,65,53.7,70.8
11/22/2017,4450273,0,Boston U.,78,9,9,16,20,9,4,18,47.3,47.8,53.6,57.3,78.32
11/22/2017,4450273,1, Maine,69,8,8,15,19,12,2,25,38.3,35.699999999999996,81.2,46.7,78.04
11/26/2017,4452365,0,Wheaton (MA),48,6,6,7,12,6,1,11,26.400000000000002,22.7,71.39999999999999,31.1,68.24000000000001
11/26/2017,4452365,1,Boston U.,83,18,18,22,13,6,7,19,46.300000000000004,37.5,69.19999999999999,55.2,67.72
11/29/2017,4454054,0,Boston U.,70,9,9,9,8,7,2,19,47.5,31.6,38.1,52.5,67.24
11/29/2017,4454054,1, New Hampshire,69,10,10,8,13,3,3,17,45.300000000000004,36.8,82.39999999999999,51.9,63.480000000000004
12/05/2017,4458084,0,Boston U.,54,14,14,11,13,9,0,16,32.300000000000004,28.000000000000004,62.5,37.7,67.52
12/05/2017,4458084,1, Miami (FL),69,7,7,10,15,6,6,13,52.1,52.400000000000006,53.300000000000004,63.5,62.6
12/13/2017,4461818,0,Boston U.,82,13,13,17,17,6,4,26,56.2,33.300000000000004,44.4,60.9,71.96
12/13/2017,4461818,1, UMass Lowell,87,8,8,18,14,7,3,16,50,42.9,77.8,59,71.84
12/17/2017,4464021,0,Elon,77,11,11,22,13,3,4,15,47.4,45.5,72.7,60.5,63.84
12/17/2017,4464021,1,Boston U.,69,12,12,16,9,7,2,14,41.9,40.699999999999996,50,50.8,64.28
12/21/2017,4464948,0,Boston U.,63,9,9,12,16,9,1,18,44.4,36.4,62.5,53.300000000000004,62.56
12/21/2017,4464948,1, Harvard,74,8,8,11,19,7,2,18,55.300000000000004,45,65,64.9,66.8
01/02/2018,4467909,0,Boston U.,84,6,6,13,11,13,1,20,49.1,42.9,70.39999999999999,56.99999999999999,73.88
01/02/2018,4467909,1, Bucknell,79,14,14,10,19,7,5,23,43.3,28.599999999999998,72.39999999999999,48.3,77.76
01/05/2018,4469722,0,Boston U.,65,9,9,7,11,8,4,16,41.4,33.300000000000004,66.7,44,69.24
01/05/2018,4469722,1, Loyola Maryland,68,13,13,10,15,6,8,20,43.3,40,50,50,69.04
01/08/2018,4471689,0,Lehigh,81,7,7,15,13,4,1,20,47,43.8,71.39999999999999,57.599999999999994,75.08
01/08/2018,4471689,1,Boston U.,92,12,12,15,11,7,9,12,52.5,42.1,71.39999999999999,59,72.32
01/11/2018,4473053,0,Colgate,58,14,14,8,11,4,1,22,29.5,17.599999999999998,76.2,34.4,67.24
01/11/2018,4473053,1,Boston U.,72,7,7,7,15,6,5,22,50,36.8,65.4,57.3,67.44
01/14/2018,4474922,0,Boston U.,54,9,9,11,14,9,0,13,45.7,46.2,50,52.2,56.28
01/14/2018,4474922,1, Holy Cross,40,5,5,9,13,9,3,16,32.6,20.8,55.60000000000001,38,57.96
01/20/2018,4477783,0,Boston U.,75,4,4,18,15,6,4,12,55.60000000000001,57.099999999999994,70.8,64.4,66.56
01/20/2018,4477783,1, Navy,68,11,11,17,13,7,0,23,41.9,29.599999999999998,72.7,48.4,68.84
01/24/2018,4480260,0,Boston U.,75,15,15,14,17,5,4,13,47.5,31.2,77.8,51.7,68.92
01/24/2018,4480260,1, Lafayette,72,8,8,11,12,8,3,17,41,40,85.7,49.2,71.16
01/28/2018,4482800,0,Bucknell,91,8,8,14,11,5,4,16,57.4,36.4,76.5,63.9,71.48
01/28/2018,4482800,1,Boston U.,79,17,17,11,11,6,1,17,45.7,50,64.3,50,70.16
01/31/2018,4484288,0,Loyola Maryland,55,9,9,9,14,7,3,20,38.2,22.2,90,41.8,64.4
01/31/2018,4484288,1,Boston U.,64,11,11,10,13,7,2,13,44.9,25,66.7,49,61.56
02/03/2018,4485862,0,Boston U.,75,10,10,19,10,11,1,12,46.800000000000004,36.7,75,55.60000000000001,65.52
02/03/2018,4485862,1, Lehigh,80,9,9,15,14,5,1,11,51.800000000000004,57.9,91.7,61.6,66.28
02/07/2018,4488841,0,Boston U.,60,7,7,15,14,7,3,14,49,47.4,42.9,58.199999999999996,59.08
02/07/2018,4488841,1, Colgate,74,12,12,17,11,7,4,12,47.199999999999996,46.2,70.6,58.5,59.480000000000004
02/10/2018,4491177,0,Holy Cross,73,7,7,15,11,6,5,19,48.3,8.3,94.1,49.1,69.48
02/10/2018,4491177,1,Boston U.,62,14,14,9,14,4,2,19,35.199999999999996,20,79.2,39.800000000000004,64.56
02/17/2018,4496908,0,Navy,62,11,11,8,10,7,1,13,45.1,28.599999999999998,63.2,49,58.36
02/17/2018,4496908,1,Boston U.,48,6,6,7,16,6,4,16,37.8,27.800000000000004,64.3,43.3,61.16
02/21/2018,4502153,0,Lafayette,65,12,12,14,18,8,1,13,47.4,36.4,50,54.400000000000006,65.64
02/21/2018,4502153,1,Boston U.,81,12,12,19,14,11,6,14,50.8,46.2,87.5,60.699999999999996,66.52
03/01/2018,4510458,0,Boston U.,88,8,8,19,13,10,2,24,52.800000000000004,43.8,69.39999999999999,59.4,73.84
03/01/2018,4510458,1, Lehigh,82,11,11,10,15,8,2,28,45.9,32,81.8,52.5,74.68
03/04/2018,4514122,0,Boston U.,59,10,10,14,15,9,3,24,37.3,26.700000000000003,57.9,40.699999999999996,72.36
03/04/2018,4514122,1, Bucknell,90,11,11,18,18,9,3,19,58.9,40,69.6,66.10000000000001,73.12
11/10/2017,4443265,0,Bowling Green,78,8,8,14,17,9,2,21,48.1,40.9,63,56.49999999999999,74.88
11/10/2017,4443265,1, Drexel,69,11,11,7,19,5,4,24,41.099999999999994,20,73.1,44.6,75.44
11/13/2017,4443559,0,South Dakota,88,9,9,21,10,7,3,26,47.5,40,62.9,54.1,77.4
11/13/2017,4443559,1,Bowling Green,79,16,16,15,12,5,6,25,34.2,32,77.8,39.7,80.88
11/18/2017,4447355,0,FGCU,80,11,11,13,16,6,5,23,42.3,26.1,73.7,46.5,84.36
11/18/2017,4447355,1,Bowling Green,83,12,12,10,14,7,4,19,40.9,40,69.69999999999999,45.5,82.52
11/20/2017,4451503,0,Lake Erie,106,9,9,24,21,3,1,31,56.699999999999996,55.60000000000001,83.3,67.9,86.92
11/20/2017,4451503,1,Bowling Green,109,14,14,26,9,11,1,19,49.3,44,66.7,56.699999999999996,85.84
11/24/2017,4450802,0,USC Upstate,74,11,11,14,11,6,3,14,42,30,87.5,48.6,72.52
11/24/2017,4450802,1,Bowling Green,83,9,9,21,10,8,2,8,46.800000000000004,50,73.7,55.60000000000001,71.36
11/25/2017,4451250,0,Bowling Green,78,13,13,13,11,6,2,16,43.3,42.1,90,50,66.8
11/25/2017,4451250,1, Campbell,72,4,4,11,9,6,7,19,45.5,36.4,82.39999999999999,52.7,67.48
11/29/2017,4454421,0,San Jose St.,79,16,16,14,17,2,4,24,44.4,42.9,60.9,51.6,74.12
11/29/2017,4454421,1,Bowling Green,85,8,8,15,8,9,1,19,41.9,38.5,82.1,50,74.32
12/02/2017,4456268,0,Bowling Green,92,11,11,19,16,3,4,12,50.8,56.00000000000001,85.7,62.7,73.24
12/02/2017,4456268,1, Norfolk St.,77,8,8,19,14,9,4,18,46.2,34.8,75,52.300000000000004,76.28
12/05/2017,4458034,0,Evansville,91,7,7,19,14,5,3,22,60.699999999999996,80,84.6,71.39999999999999,68.72
12/05/2017,4458034,1,Bowling Green,76,5,5,12,10,7,4,17,47.199999999999996,32,66.7,54.7,69.88
12/09/2017,4460346,0,Bowling Green,46,12,12,6,15,2,1,24,30.2,10,60,31.7,70.4
12/09/2017,4460346,1, Old Dominion,88,13,13,17,5,5,7,12,44.6,36.4,75.9,50.8,69.76
12/21/2017,4464931,0,Bowling Green,81,12,12,12,16,7,8,20,33.800000000000004,26.1,81.8,38,89.52
12/21/2017,4464931,1, Green Bay,78,17,17,15,12,7,5,26,34.5,24.2,55.60000000000001,39.1,89.92
12/28/2017,4465638,0,Lourdes,56,6,6,13,16,11,2,22,32.800000000000004,31,69.19999999999999,40.5,73.72
12/28/2017,4465638,1,Bowling Green,97,11,11,16,15,7,2,14,58.599999999999994,42.3,72,68.10000000000001,73
01/02/2018,4467888,0,Miami (OH),77,13,13,13,19,7,4,22,45,37.5,77.8,52.5,73.92
01/02/2018,4467888,1,Bowling Green,72,12,12,12,10,11,1,17,40.9,36.8,52.400000000000006,46.2,73.24
01/06/2018,4469778,0,Bowling Green,75,10,10,20,13,6,2,23,41.3,33.300000000000004,65.2,47.599999999999994,76.12
01/06/2018,4469778,1, Eastern Mich.,71,8,8,12,17,5,5,21,40,36,72,48.199999999999996,75
01/09/2018,4471949,0,Northern Ill.,57,4,4,7,13,10,1,20,36.8,29.4,71.39999999999999,41.199999999999996,72.16
01/09/2018,4471949,1,Bowling Green,66,12,12,15,18,7,1,16,36.199999999999996,33.300000000000004,80,43.1,72.8
01/16/2018,4476037,0,Bowling Green,81,2,2,19,18,5,1,22,60,46.2,84,66.7,72
01/16/2018,4476037,1, Miami (OH),70,12,12,11,12,9,0,20,40,28.599999999999998,61.5,45,71.44
01/20/2018,4478051,0,Central Mich.,84,11,11,16,12,10,0,19,45.2,44,81,54,72.24
01/20/2018,4478051,1,Bowling Green,75,13,13,12,18,4,3,23,44.1,38.5,76.5,52.5,71.48
01/23/2018,4479861,0,Bowling Green,62,10,10,8,13,4,1,10,40.400000000000006,28.599999999999998,56.00000000000001,46.2,66
01/23/2018,4479861,1, Northern Ill.,93,6,6,14,7,7,1,22,61.3,53.300000000000004,100,67.7,66.96
01/27/2018,4482638,0,Bowling Green,75,9,9,14,5,8,1,19,42.199999999999996,40,68.4,48.4,68.36
01/27/2018,4482638,1, Toledo,101,8,8,19,12,3,4,16,67.2,47.099999999999994,78.9,74.1,70.36
01/30/2018,4483763,0,Ohio,50,9,9,3,12,9,2,17,32.800000000000004,11.799999999999999,50,34.5,69.8
01/30/2018,4483763,1,Bowling Green,66,11,11,9,13,6,1,17,39.7,35.3,76.9,44.4,70.72
02/03/2018,4487618,0,Kent St.,62,9,9,7,15,5,3,17,41.099999999999994,27.3,66.7,46.400000000000006,68.6
02/03/2018,4487618,1,Bowling Green,70,10,10,15,10,5,3,15,42.9,33.300000000000004,72.7,49.2,67.84
02/10/2018,4491725,0,Eastern Mich.,63,8,8,13,14,8,4,23,40,30,81.8,45,70.84
02/10/2018,4491725,1,Bowling Green,70,14,14,14,17,5,6,14,37.7,44.4,75.9,45.300000000000004,68.76
02/13/2018,4494248,0,Western Mich.,81,11,11,17,9,6,4,22,51.7,50,78.60000000000001,58.3,64.16
02/13/2018,4494248,1,Bowling Green,83,11,11,12,10,5,6,14,51.9,38.5,81.5,56.49999999999999,64.88
02/16/2018,4496494,0,Bowling Green,82,11,11,12,10,3,4,20,41.3,25,86.2,45.2,74.76
02/16/2018,4496494,1, Buffalo,95,8,8,24,8,6,6,23,51.6,60,77.3,60.9,73.68
02/24/2018,4508001,0,Bowling Green,63,22,22,9,11,3,1,19,33.800000000000004,20,76.5,36.8,64.48
02/24/2018,4508001,1, Kent St.,64,14,14,10,14,4,11,18,41.5,21.7,60,46.2,64
02/27/2018,4509017,0,Bowling Green,59,8,8,10,18,8,3,15,39.300000000000004,15,80,41.8,75.4
02/27/2018,4509017,1, Ohio,75,7,7,20,11,6,3,13,43.9,43.5,87.5,51.5,73.52
03/02/2018,4511173,0,Buffalo,100,11,11,16,7,6,2,23,56.699999999999996,38.5,70,64.2,71.8
03/02/2018,4511173,1,Bowling Green,70,14,14,6,12,3,1,12,35.6,21.099999999999998,77.4,39,70.64
03/05/2018,4516007,0,Bowling Green,77,18,18,13,11,3,2,24,40.6,38.7,64.3,49.3,68.16
03/05/2018,4516007,1, Central Mich.,81,10,10,12,11,8,2,15,45.300000000000004,39.300000000000004,73.3,55.7,67.2
11/11/2017,4442010,0,IUPUI,53,13,13,8,12,6,1,17,28.299999999999997,30,85,34,60.8
11/11/2017,4442010,1,Bradley,68,13,13,20,14,4,5,20,44.6,57.099999999999994,50,55.400000000000006,62.28
11/14/2017,4444179,0,Delaware,53,11,11,11,15,5,3,22,39.6,14.299999999999999,56.49999999999999,41.699999999999996,62.12
11/14/2017,4444179,1,Bradley,61,19,19,11,9,8,5,20,33.300000000000004,42.9,57.699999999999996,38.3,61.44
11/17/2017,4445981,0,Vermont,64,8,8,9,19,5,4,25,45.5,42.9,61.5,50.9,71.72
11/17/2017,4445981,1,Bradley,65,9,9,15,11,2,2,18,38.6,25,68.2,43.9,68.68
11/18/2017,4446488,0,UTSA,69,13,13,13,19,13,1,21,40.400000000000006,26.700000000000003,75,47.4,71.8
11/18/2017,4446488,1,Bradley,71,12,12,12,20,10,1,18,46,31.2,71.39999999999999,51,70.32
11/19/2017,4450578,0,Weber St.,64,6,6,15,13,2,2,20,46.300000000000004,44,37.5,56.49999999999999,64.52000000000001
11/19/2017,4450578,1,Bradley,70,14,14,12,15,7,2,13,45.300000000000004,33.300000000000004,78.3,49.1,64.12
11/22/2017,4450489,0,Missouri S&T,47,5,5,10,18,10,2,17,30,22.7,75,35,70.03999999999999
11/22/2017,4450489,1,Bradley,79,20,20,23,18,10,5,20,46.400000000000006,29.2,50,51.4,74.04
11/25/2017,4452955,0,Ga. Southern,57,17,17,6,13,6,2,29,28.799999999999997,14.799999999999999,65.2,31.8,72.12
11/25/2017,4452955,1,Bradley,62,20,20,9,16,1,6,19,33.900000000000006,23.799999999999997,52.800000000000004,38.4,67.84
12/01/2017,4455380,0,Eastern Ill.,56,15,15,11,13,8,2,19,32.800000000000004,17.4,63.6,36.199999999999996,65.68
12/01/2017,4455380,1,Bradley,67,9,9,12,21,6,4,23,52.2,37.5,81.2,58.699999999999996,65.03999999999999
12/03/2017,4456797,0,Bradley,52,8,8,10,16,13,5,21,32.800000000000004,33.300000000000004,70,38.800000000000004,70.4
12/03/2017,4456797,1, San Diego St.,75,15,15,14,16,8,2,12,44.4,25,79.3,48.1,67.76
12/13/2017,4461823,0,Little Rock,46,10,10,8,20,2,2,22,35.6,36,62.5,45.6,58.52
12/13/2017,4461823,1,Bradley,86,10,10,21,10,9,2,16,60.8,47.599999999999994,70,70.6,59.8
12/16/2017,4462601,0,Bradley,84,3,3,23,15,9,8,15,56.00000000000001,57.099999999999994,84.2,68,70.36
12/16/2017,4462601,1, Chicago St.,58,9,9,16,19,10,1,18,40,33.300000000000004,88.9,45.5,68.96000000000001
12/20/2017,4464754,0,Bradley,75,7,7,12,10,4,5,20,47.199999999999996,50,69.6,55.7,66.12
12/20/2017,4464754,1, Southeast Mo. St.,67,10,10,11,12,3,0,20,38.2,36,72.7,46.400000000000006,66.68
12/22/2017,4465197,0,Bradley,59,17,17,13,22,10,2,17,32.300000000000004,33.300000000000004,52.400000000000006,38.7,76.24
12/22/2017,4465197,1, Ole Miss,82,9,9,18,17,10,7,14,46,44.4,85.7,55.60000000000001,77.16
12/28/2017,4465709,0,Bradley,64,9,9,10,12,5,4,20,39.7,29.4,92.9,44,67.16
12/28/2017,4465709,1, Drake,66,10,10,12,16,4,3,14,43.1,38.9,71.39999999999999,50,66.24000000000001
12/31/2017,4467230,0,UNI,53,6,6,12,13,4,0,17,36.7,39.1,66.7,45.9,61.28
12/31/2017,4467230,1,Bradley,72,6,6,14,9,4,6,18,47.9,64.3,85,57.3,59.8
01/03/2018,4468631,0,Valparaiso,71,10,10,9,11,7,2,30,32.800000000000004,36.4,74.2,39.300000000000004,75.64
01/03/2018,4468631,1,Bradley,80,10,10,16,18,4,6,25,51,28.599999999999998,72.2,55.1,72.84
01/06/2018,4533957,0,Bradley,44,6,6,10,17,9,4,16,34.9,21.4,73.3,38.4,60.6
01/06/2018,4533957,1, Evansville,68,10,10,23,16,9,4,13,49,53.300000000000004,100,56.89999999999999,61.4
01/09/2018,4472004,0,Southern Ill.,62,13,13,17,14,9,1,16,40.699999999999996,27.800000000000004,65,45.4,63.8
01/09/2018,4472004,1,Bradley,68,7,7,12,13,8,4,16,47.099999999999994,23.799999999999997,83.3,52,64.92
01/13/2018,4474287,0,Bradley,65,11,11,16,11,4,3,18,39,39.1,83.3,46.6,64.28
01/13/2018,4474287,1, Loyola Chicago,81,8,8,16,11,3,4,13,57.699999999999996,29.4,76.2,62.5,64.24000000000001
01/17/2018,4476343,0,Bradley,57,18,18,14,8,3,5,22,32.800000000000004,17.9,58.8,36.7,61.480000000000004
01/17/2018,4476343,1, Illinois St.,70,13,13,11,9,4,4,23,40.699999999999996,28.599999999999998,69,46.300000000000004,62.760000000000005
01/20/2018,4478685,0,Evansville,53,10,10,10,14,8,2,20,31.6,38.9,83.3,37.7,66.28
01/20/2018,4478685,1,Bradley,66,11,11,11,15,8,6,17,42.6,37.5,61.1,50.9,65.92
01/23/2018,4480012,0,Missouri St.,52,17,17,12,11,3,5,15,31.6,24.2,61.5,38.6,56.72
01/23/2018,4480012,1,Bradley,72,14,14,15,5,5,4,18,44.800000000000004,31.6,87.5,50,56.040000000000006
01/28/2018,4482895,0,Bradley,81,10,10,16,19,9,2,21,50.9,61.1,87.5,60.9,71.03999999999999
01/28/2018,4482895,1, Indiana St.,73,9,9,10,15,11,2,17,46.400000000000006,37.5,66.7,54.50000000000001,69.92
01/31/2018,4484408,0,Loyola Chicago,67,7,7,15,14,10,1,19,44.9,40.9,70,54.1,64.8
01/31/2018,4484408,1,Bradley,69,9,9,20,17,5,4,20,48,40,78.9,54,66.36
02/03/2018,4486737,0,Drake,78,5,5,14,12,7,2,24,47.099999999999994,40.9,84,55.900000000000006,69
02/03/2018,4486737,1,Bradley,68,13,13,13,9,6,4,21,37.3,19.2,65.5,41.5,67.76
02/07/2018,4489184,0,Bradley,65,3,3,4,9,5,5,24,42.199999999999996,15.4,86.2,44.4,63.76
02/07/2018,4489184,1, UNI,74,9,9,10,11,6,2,24,43.5,38.1,72.2,52.2,63.84
02/11/2018,4492767,0,Bradley,57,11,11,12,11,9,2,17,38.2,29.2,47.099999999999994,44.5,62.480000000000004
02/11/2018,4492767,1, Southern Ill.,74,6,6,17,15,8,5,18,56.49999999999999,57.099999999999994,73.7,65.2,63.36
02/14/2018,4495135,0,Illinois St.,58,11,11,12,11,6,3,19,32.1,19.400000000000002,76.2,37.5,65.24
02/14/2018,4495135,1,Bradley,70,15,15,16,12,8,4,19,43.3,31.2,76.5,47.5,64.48
02/17/2018,4498703,0,Bradley,64,10,10,15,7,4,2,21,37.5,31.2,68,42,64
02/17/2018,4498703,1, Valparaiso,77,2,2,17,16,4,6,22,57.49999999999999,42.9,89.3,65,66.32
02/21/2018,4502265,0,Bradley,82,9,9,10,9,8,2,15,46.2,42.9,80.60000000000001,54.800000000000004,65.64
02/21/2018,4502265,1, Missouri St.,78,10,10,16,11,3,2,23,45.2,43.3,100,55.60000000000001,66.96
02/24/2018,4505238,0,Indiana St.,66,17,17,12,15,6,5,23,37.7,32,75,44.3,66.04
02/24/2018,4505238,1,Bradley,64,7,7,16,11,5,6,18,41.5,30.8,69.6,45.300000000000004,67.12
