pitch_x,pitch_y,pitch_type,strike
-30,-54,FB,1
-62,101,FB,0
-20,-12,FB,1
-59,-96,FB,0
-25,96,FB,0
29,-102,FB,0
77,-30,FB,0
-44,-102,FB,0
9,107,FB,0
-10,-40,FB,1
-45,-54,FB,1
-46,-89,BRK,0
-47,-93,FB,0
-36,-25,FB,1
-58,-103,BRK,0
-64,-97,FB,0
58,-93,FB,0
48,61,FB,1
8,104,BRK,0
37,-40,FB,1
-9,-98,FB,0
-41,-25,FB,1
1,97,FB,0
1,99,FB,0
-83,3,FB,0
82,-38,FB,0
-41,112,FB,0
-50,113,CHG,0
-70,-61,FB,0
-54,-45,FB,1
-55,-99,CHG,0
10,-108,FB,0
53,-40,FB,1
-27,96,FB,0
-17,-88,FB,0
53,72,FB,1
-10,-90,FB,0
4,112,FB,0
13,95,FB,0
36,-11,FB,1
92,25,FB,0
34,-8,FB,0
33,9,FB,1
-74,-43,FB,0
92,-12,FB,0
-29,94,FB,0
-41,102,FB,0
-61,38,CHG,0
24,-14,BRK,1
-92,34,BRK,0
-54,-94,BRK,0
4,38,BRK,1
-48,-94,BRK,0
14,-20,BRK,0
41,-98,FB,0
-51,57,FB,1
42,-102,FB,0
-54,-35,FB,1
-40,116,FB,0
-73,10,FB,0
19,-97,BRK,0
-40,-91,BRK,0
72,43,FB,0
-44,-93,BRK,0
75,11,FB,0
-47,-95,CHG,0
38,62,FB,1
56,76,FB,0
72,-88,FB,0
52,-2,FB,1
30,-104,FB,0
88,-42,FB,0
73,-59,FB,0
38,104,BRK,0
-28,123,FB,0
-10,-108,FB,0
-44,-75,FB,1
44,101,FB,0
8,-22,FB,1
66,-13,FB,0
-29,111,BRK,0
-46,-108,BRK,0
-40,98,FB,0
-52,-106,BRK,0
-48,-101,BRK,0
-40,-40,FB,1
-51,-103,FB,0
64,-56,FB,0
82,-12,FB,0
58,-98,BRK,0
5,-103,BRK,0
-69,-24,FB,0
-15,-52,FB,1
43,-45,FB,1
-44,-105,FB,0
-27,-27,BRK,1
69,12,BRK,0
76,-24,BRK,0
-17,-105,FB,0
22,-48,FB,1
-44,-59,FB,0
-6,-35,FB,1
-30,-6,FB,1
-46,-97,BRK,0
-19,-31,CHG,1
15,-102,CHG,0
-15,-20,FB,1
-67,-66,FB,0
-72,-62,FB,0
9,-97,BRK,0
24,5,BRK,1
-3,90,FB,0
30,-92,BRK,0
-48,-95,BRK,0
50,105,BRK,0
-9,-15,FB,1
-45,-28,FB,1
-57,-79,FB,0
2,96,FB,0
-30,116,FB,0
-43,104,FB,0
66,-40,FB,0
-44,28,FB,1
-44,-97,FB,0
41,-38,FB,1
38,6,FB,1
41,-41,BRK,0
-5,-22,BRK,0
-42,-98,BRK,0
43,81,FB,1
-6,91,BRK,0
-44,-92,BRK,0
-58,-89,BRK,0
-15,-97,CHG,0
-73,-6,FB,0
-6,112,FB,0
-30,-100,CHG,0
-56,-91,FB,0
-59,-40,FB,1
-49,-34,CHG,1
-54,-105,BRK,0
39,-48,CHG,1
72,23,FB,0
-12,-50,FB,1
-13,-97,BRK,0
13,-51,BRK,1
45,-99,BRK,0
-51,-89,BRK,0
-39,-93,FB,0
-8,-83,CHG,0
-61,-98,FB,0
-34,-100,FB,0
92,-40,FB,0
77,-39,FB,0
14,-33,FB,1
43,-38,FB,1
-55,-93,BRK,0
-25,100,FB,0
67,-28,FB,0
72,-28,FB,0
-6,-90,FB,0
-7,-69,FB,0
-42,-66,BRK,1
-41,-11,FB,0
53,114,CHG,0
81,-75,CHG,0
-1,114,FB,0
-25,-68,FB,0
-66,-93,BRK,0
-14,-93,FB,0
-70,-101,BRK,0
-24,-94,BRK,0
-68,-70,BRK,0
1,109,FB,0
72,16,CHG,0
66,-18,CHG,0
-64,-83,FB,0
-45,-29,BRK,1
-65,-56,BRK,0
-52,-35,FB,1
76,-106,CHG,0
-42,-8,CHG,1
-60,-103,CHG,0
-38,-96,CHG,0
-14,-101,FB,0
23,-28,BRK,1
-54,-93,BRK,0
52,-100,BRK,0
-26,-102,BRK,0
1,-42,FB,1
71,23,FB,0
67,-67,FB,0
-37,-109,BRK,0
49,-6,FB,1
-29,-103,BRK,0
-60,-100,CHG,0
-2,-20,FB,1
11,-103,BRK,0
53,-88,CHG,0
-11,-98,BRK,0
-49,-93,FB,0
38,92,FB,0
14,-92,CHG,0
-35,-6,FB,1
36,-12,BRK,1
73,-84,CHG,0
72,16,FB,0
42,-83,BRK,0
72,5,BRK,0
67,-83,FB,0
22,-95,FB,0
-42,-43,FB,1
-60,58,FB,0
67,-42,FB,0
-5,114,FB,0
0,-17,FB,1
-59,-40,FB,1
80,-49,BRK,0
-33,-39,BRK,0
-67,-31,FB,0
-44,-98,BRK,0
-83,74,FB,0
-67,83,FB,0
-17,106,FB,0
-45,10,FB,1
49,-19,FB,1
75,-40,BRK,0
-1,-47,FB,1
-43,-90,FB,0
12,-53,FB,1
67,-100,CHG,0
82,9,FB,0
-10,106,FB,0
-51,-59,BRK,1
-30,111,FB,0
-6,-104,BRK,0
37,-95,BRK,0
84,24,FB,0
-20,-45,FB,1
51,-89,CHG,0
19,89,BRK,0
-67,-94,FB,0
40,-70,FB,1
-25,-47,FB,1
-74,87,FB,0
50,-11,FB,1
8,-90,FB,0
48,31,FB,1
2,-114,FB,0
-5,114,FB,0
77,39,FB,0
-29,-90,FB,0
-85,-40,FB,0
-68,38,FB,0
12,-65,FB,1
8,99,FB,0
67,-45,FB,0
84,12,FB,0
71,-20,FB,0
72,101,FB,0
-14,-87,BRK,0
-64,-104,FB,0
90,-20,FB,0
-69,-25,FB,0
87,-49,CHG,0
62,-20,FB,0
82,-21,FB,0
54,-26,FB,1
74,-102,FB,0
1,-96,BRK,0
-40,-24,FB,1
-15,-100,FB,0
-49,-17,FB,1
-50,-40,FB,1
4,-100,BRK,0
-74,-21,FB,0
17,-1,FB,1
69,-49,BRK,0
7,-117,FB,0
-78,80,FB,0
-98,-8,CHG,0
-93,-13,FB,0
-44,104,FB,0
-59,-1,FB,1
-12,-98,FB,0
-47,-49,FB,1
59,96,FB,0
82,-11,FB,0
81,57,FB,0
77,-23,FB,0
-108,-49,FB,0
-43,109,FB,0
-55,79,FB,1
82,57,FB,0
-76,108,FB,0
-9,-108,CHG,0
-66,110,FB,0
-65,9,FB,1
96,72,FB,0
38,9,FB,1
62,-23,FB,0
-92,-5,FB,0
-57,-4,FB,1
-87,-7,FB,0
11,100,BRK,0
25,-98,FB,0
58,-89,FB,0
-43,-40,FB,1
-35,-52,FB,1
-37,-104,FB,0
-74,43,BRK,0
-79,4,FB,0
-23,101,FB,0
-67,22,CHG,0
-34,-35,FB,1
15,-101,CHG,0
-16,110,FB,0
-32,9,FB,1
-35,-10,FB,0
-74,109,FB,0
-24,-34,FB,1
-46,-22,FB,0
3,-41,CHG,1
59,-89,FB,0
84,-29,FB,0
-34,-10,FB,1
20,-30,BRK,1
80,-46,FB,0
87,-45,FB,0
77,-63,FB,0
-44,-6,FB,1
92,-28,FB,0
94,-5,FB,0
19,-11,BRK,1
-88,9,FB,0
43,-98,BRK,0
43,-45,FB,1
4,95,FB,0
-78,-79,FB,0
84,-98,FB,0
66,-107,FB,0
-13,96,BRK,0
-20,-14,FB,1
-82,8,FB,0
59,-96,FB,0
-14,-42,CHG,1
46,-112,CHG,0
17,-68,FB,1
94,-69,BRK,0
58,-17,FB,1
42,49,FB,1
67,-13,FB,0
-3,0,FB,1
-21,-102,FB,0
-32,15,FB,1
71,-88,BRK,0
28,-3,FB,1
38,-21,FB,0
-54,-11,FB,1
76,55,FB,0
-30,-21,BRK,1
-78,-75,BRK,0
-35,-38,FB,1
-73,41,FB,0
-53,-103,FB,0
49,-4,FB,1
-64,-2,FB,0
-44,-18,FB,1
84,-57,FB,0
-77,-10,BRK,0
-34,-15,CHG,1
-20,-30,FB,1
-74,-79,BRK,0
24,-19,BRK,1
2,99,FB,0
92,-6,FB,0
5,-26,FB,1
-11,-48,FB,1
-14,110,FB,0
-54,-125,FB,0
-65,-96,FB,0
-3,-103,FB,0
-70,-106,FB,0
-28,34,BRK,1
-39,-77,FB,1
-11,66,BRK,0
-67,-99,FB,0
58,-18,FB,0
-75,56,FB,0
67,-89,FB,0
79,-30,BRK,0
81,-83,FB,0
65,0,FB,1
-74,-87,FB,0
-1,-7,FB,0
-36,-28,BRK,1
7,-98,BRK,0
82,43,FB,0
-45,-97,BRK,0
0,-103,FB,0
60,35,BRK,0
45,-2,FB,0
7,112,FB,0
-54,33,FB,1
-37,-35,BRK,1
77,-49,BRK,0
-86,38,FB,0
37,-101,FB,0
-21,1,FB,1
11,5,FB,1
69,-110,FB,0
-104,14,FB,0
-44,2,BRK,1
83,-11,BRK,0
9,-93,FB,0
7,-74,BRK,1
-40,-3,FB,1
45,110,FB,0
18,113,FB,0
-20,-1,FB,1
15,-101,BRK,0
-47,24,FB,1
-4,-103,FB,0
72,-97,BRK,1
62,-93,FB,0
8,-4,FB,1
-49,-101,BRK,0
26,-27,BRK,1
74,24,BRK,0
14,-117,FB,0
-79,88,FB,0
13,-24,FB,1
-82,-41,FB,0
-44,-25,FB,1
-25,-33,FB,0
78,-80,BRK,0
-41,-73,FB,1
-71,-98,BRK,0
-28,-27,FB,1
4,-110,FB,0
45,-105,FB,0
3,-76,FB,1
-23,-13,FB,0
89,5,FB,0
101,-23,FB,0
87,8,FB,0
92,-16,FB,0
99,-49,BRK,0
11,38,FB,1
80,-69,BRK,0
1,-40,FB,1
-54,6,FB,1
-85,47,FB,0
-24,-83,BRK,0
67,-1,FB,0
64,93,FB,0
33,-23,FB,1
-12,-91,BRK,0
-21,-107,BRK,0
-46,-60,FB,1
-47,-111,BRK,0
-83,-33,FB,0
67,-83,FB,0
8,-94,FB,0
90,62,FB,0
-8,106,FB,0
-11,-106,BRK,0
-67,-81,FB,0
-9,-114,FB,0
-63,111,FB,0
-91,97,BRK,0
-72,103,BRK,0
-74,113,FB,0
-47,-35,FB,1
-54,-9,BRK,1
-4,-42,FB,1
8,-91,FB,0
-3,-105,FB,0
4,-97,FB,0
35,-97,BRK,0
-52,-52,FB,1
-40,-95,FB,0
69,111,FB,0
3,96,FB,0
-12,-96,FB,0
58,5,FB,1
72,101,FB,0
-47,-2,FB,1
24,-110,FB,0
-57,-13,FB,1
77,76,FB,0
48,13,FB,1
72,-22,FB,0
73,-11,FB,0
34,111,FB,0
82,116,FB,0
59,108,FB,0
62,88,FB,0
-47,-109,FB,0
4,-88,FB,0
36,-36,FB,1
-51,-115,FB,0
-31,-99,FB,0
28,116,FB,0
-41,5,FB,1
36,67,FB,1
38,111,BRK,0
2,101,FB,0
0,36,BRK,1
-39,-98,FB,0
-15,-115,BRK,0
71,-60,FB,0
-52,-93,FB,0
-25,-103,BRK,0
49,-103,FB,0
72,-49,BRK,0
84,-76,FB,0
40,-105,FB,0
-70,-18,FB,0
-43,-93,BRK,0
62,-99,FB,0
-73,-45,FB,0
88,-30,FB,0
-34,-103,FB,0
-44,-25,FB,1
51,-36,FB,1
9,103,FB,0
-15,-93,FB,0
4,-101,FB,0
37,-60,FB,1
16,-103,FB,0
69,111,FB,0
58,-21,FB,1
56,-114,FB,0
77,-36,FB,0
19,-10,BRK,1
14,-98,FB,0
-66,62,BRK,0
-6,-34,BRK,1
-68,-7,BRK,0
-74,-27,FB,0
-44,95,FB,0
-65,-11,BRK,1
-29,-92,FB,0
74,102,FB,0
-43,3,FB,1
-64,-33,BRK,0
3,-73,FB,1
75,-99,BRK,0
47,-100,FB,0
-40,-44,FB,1
7,-49,BRK,1
-75,2,FB,0
10,-15,FB,1
-75,13,FB,0
-10,-96,FB,0
66,-98,FB,0
91,-51,FB,0
58,-113,FB,0
85,-96,FB,0
-30,-114,BRK,0
57,-95,FB,0
77,-108,FB,0
70,-95,FB,0
-54,-91,FB,0
70,-97,FB,0
-3,-103,FB,0
-2,-107,FB,0
6,-93,FB,0
-38,1,FB,1
-57,-108,FB,0
78,-88,FB,0
43,-11,FB,1
-44,-25,BRK,1
-69,-52,FB,0
-49,101,FB,0
-58,-6,FB,1
-54,-108,FB,0
0,0,FB,0
-44,2,FB,1
-57,-101,FB,0
-15,-40,FB,1
-10,-57,FB,1
28,-95,FB,0
62,105,FB,0
-73,28,FB,0
14,-54,FB,1
-71,-20,FB,0
1,-103,FB,0
-50,-14,FB,1
-83,-59,BRK,0
17,62,BRK,1
-35,-46,FB,1
3,-112,FB,0
43,-5,FB,1
15,-103,FB,0
33,-100,FB,0
0,0,FB,0
31,98,FB,0
47,-23,BRK,1
83,43,FB,0
11,-49,FB,1
77,13,FB,0
-64,-98,FB,0
51,-99,FB,0
85,2,FB,0
-14,-105,FB,0
7,-108,FB,0
-13,4,BRK,1
-72,-89,FB,0
43,-25,BRK,1
-74,-13,FB,0
-6,105,FB,0
7,-114,BRK,0
83,83,FB,0
66,105,FB,0
45,-12,FB,1
28,-42,FB,1
95,-71,FB,0
-63,-115,FB,0
-59,-96,FB,0
-63,-107,FB,0
38,-103,FB,0
-56,-93,BRK,0
-51,-83,BRK,1
62,-93,FB,0
75,-53,FB,0
-10,-39,FB,1
-40,-31,FB,1
37,-103,FB,0
72,-105,FB,0
-55,21,FB,1
41,-22,FB,1
2,-47,FB,1
-29,21,FB,1
77,106,BRK,0
28,-40,FB,1
-66,-105,FB,0
65,34,BRK,0
29,-99,FB,0
73,-46,FB,0
74,-96,FB,0
-50,-103,FB,0
35,94,FB,0
12,-108,FB,0
79,111,FB,0
-70,-45,FB,0
-74,-30,FB,0
-3,-45,FB,1
-28,4,FB,1
-64,1,FB,0
8,130,FB,0
-83,6,FB,0
-74,50,FB,0
-23,106,FB,0
-43,100,FB,0
0,-104,FB,0
-3,52,FB,1
-59,-74,FB,0
-5,-25,BRK,1
-1,-45,FB,1
69,-12,FB,0
-8,-46,FB,1
-25,-25,FB,1
18,-103,FB,0
-70,-43,FB,0
-58,-72,FB,0
69,-50,FB,0
40,-38,FB,1
14,-35,FB,1
-81,-24,FB,0
-29,-102,FB,0
62,-68,FB,0
-80,-33,FB,0
-65,-49,FB,0
-5,116,FB,0
-1,106,FB,0
-14,-92,FB,0
-36,-60,FB,1
5,-117,FB,0
-68,-96,FB,0
-55,-5,FB,1
-78,-43,FB,0
7,-39,FB,1
-1,-30,FB,1
-39,7,FB,1
9,-7,FB,1
-59,-106,BRK,0
-87,-3,BRK,0
-9,-115,FB,0
-10,0,FB,0
43,-86,FB,0
-20,-88,FB,0
-54,-40,FB,1
-69,-101,FB,0
-63,-48,FB,1
-52,-100,CHG,0
-83,-87,BRK,0
1,-93,FB,0
-45,-111,FB,0
-9,-11,FB,1
-44,-8,BRK,1
-73,-52,BRK,0
-20,-100,FB,0
3,-48,FB,1
-4,-93,FB,0
5,-97,FB,0
43,-26,FB,1
-45,-115,FB,0
50,-22,FB,1
78,-19,FB,0
-1,-98,FB,0
-75,-59,FB,0
73,-79,CHG,0
76,-48,FB,0
-59,-96,FB,0
0,-91,BRK,0
-49,-88,FB,0
77,-59,FB,0
14,-49,FB,1
-18,-102,FB,0
64,-48,BRK,0
73,-36,FB,0
47,-100,FB,0
39,102,FB,0
25,-24,FB,0
-99,-74,FB,0
-48,-11,FB,1
18,-18,FB,1
-12,-108,FB,0
-58,-64,BRK,0
-34,-41,FB,1
-43,-111,FB,0
-78,-31,FB,0
-17,-13,FB,1
-61,-107,BRK,0
82,-62,BRK,0
73,-68,FB,0
64,-16,FB,1
-2,94,BRK,0
9,101,BRK,0
66,-9,FB,0
43,-1,FB,1
-35,27,FB,1
74,-4,FB,0
-39,-91,FB,0
-17,-104,FB,0
6,51,FB,1
-58,-103,FB,0
11,-95,BRK,0
89,-59,FB,0
37,-36,FB,1
38,-15,FB,1
61,-23,BRK,0
62,88,FB,0
-100,-83,FB,0
-30,-19,FB,1
-69,-4,BRK,0
-47,-19,FB,1
-65,-25,FB,0
-78,82,BRK,0
-38,5,FB,1
51,-37,FB,1
-60,-91,BRK,0
46,-42,BRK,1
40,-29,FB,1
-6,-103,BRK,0
69,-98,BRK,0
48,106,BRK,0
62,-25,BRK,0
0,-40,FB,1
-46,-92,FB,0
74,44,BRK,0
72,-46,FB,0
-18,-47,FB,1
-40,-108,BRK,0
-34,-24,FB,1
-1,1,FB,1
-61,-115,FB,0
42,106,FB,0
-83,-13,FB,0
-3,-122,FB,0
-2,-96,FB,0
91,-1,FB,0
73,-20,FB,0
-88,-66,FB,0
73,-85,FB,0
70,39,FB,0
0,-97,FB,0
82,81,FB,0
11,12,FB,1
-2,76,FB,1
77,103,FB,0
96,-45,BRK,0
1,-109,BRK,0
-1,113,FB,0
74,117,BRK,0
-69,-100,FB,0
-46,120,FB,0
26,114,FB,0
-28,19,FB,0
-22,-98,FB,0
18,-3,BRK,1
70,-23,BRK,0
-80,102,FB,0
-19,107,FB,0
17,-111,BRK,0
66,-17,FB,0
-23,4,FB,1
-15,-102,BRK,0
15,-93,BRK,0
-81,-26,FB,0
-95,-27,FB,0
-53,-6,FB,1
0,0,FB,1
4,-97,BRK,0
-5,8,FB,0
57,-60,FB,1
31,-109,BRK,0
49,-98,BRK,0
2,84,FB,1
-5,-114,FB,0
-19,-3,FB,0
-79,-9,FB,0
-69,-77,BRK,0
-19,-33,BRK,1
-3,-116,BRK,0
-16,-118,BRK,0
46,16,FB,1
-4,-9,BRK,1
79,-99,FB,0
12,-8,FB,1
79,-91,FB,0
-72,-90,FB,0
-8,-97,FB,0
32,-20,FB,1
-9,-14,BRK,1
-78,-88,FB,0
81,-64,FB,0
46,-30,FB,1
20,-4,BRK,0
-23,-27,FB,1
70,41,BRK,0
37,-53,FB,1
31,122,BRK,0
15,116,BRK,0
-6,110,FB,0
84,-51,FB,0
-67,-3,BRK,0
-69,95,BRK,0
64,-27,FB,0
-5,-108,BRK,0
8,-11,FB,1
79,-84,FB,0
6,-16,FB,0
-5,-35,FB,1
-62,24,BRK,0
-83,-69,FB,0
-14,-5,FB,0
6,-94,FB,0
59,-44,FB,1
46,117,FB,0
81,87,FB,0
-14,14,FB,1
-18,110,FB,0
-14,-91,BRK,0
87,-69,FB,0
-28,-112,FB,0
50,5,FB,1
-38,-1,BRK,1
-22,-19,BRK,1
-34,-94,CHG,0
-84,-24,FB,0
-72,71,FB,0
-10,21,FB,1
-43,-26,FB,1
-41,-11,FB,1
-30,13,FB,1
-78,23,FB,0
-83,13,FB,0
-88,-61,FB,0
4,13,FB,1
37,-105,FB,0
78,-37,FB,0
67,32,FB,0
-81,-59,FB,0
-31,-93,FB,0
-56,-20,FB,1
-25,-119,CHG,0
-78,-27,FB,0
4,-37,BRK,1
-21,-47,BRK,0
-8,113,FB,0
-34,-7,BRK,1
-33,-97,FB,0
63,56,FB,0
31,93,FB,0
45,-42,FB,1
11,-94,FB,0
2,38,CHG,1
-35,26,BRK,1
11,-13,FB,1
11,-110,BRK,0
-38,-7,BRK,1
-13,-31,BRK,1
53,-20,FB,1
-1,-113,BRK,0
-89,-79,FB,0
-57,-107,FB,0
-17,-20,FB,0
-40,-117,FB,0
-23,103,FB,0
29,106,FB,0
82,-41,FB,0
79,-42,FB,0
87,-44,FB,0
82,-33,FB,0
95,-36,FB,0
-44,-92,FB,0
-4,117,FB,0
5,-111,BRK,0
-3,28,FB,1
58,-94,BRK,0
4,-15,FB,1
-45,-11,CHG,0
-46,-100,FB,0
-56,-101,BRK,0
-22,105,BRK,0
97,58,FB,0
63,-103,FB,0
-1,-116,CHG,0
-52,-6,FB,1
79,-74,BRK,0
-81,-25,FB,0
39,95,FB,0
-64,-35,FB,0
-60,-6,FB,0
-69,-22,FB,0
6,-98,FB,0
-44,19,FB,1
57,-15,FB,1
31,-11,FB,0
-35,-16,FB,1
63,-23,FB,0
60,-75,BRK,0
-44,-24,BRK,1
4,-96,BRK,0
-28,-48,FB,0
-46,-118,FB,0
-19,-109,FB,0
-45,-50,FB,1
-39,-91,FB,0
39,-25,FB,0
-30,-35,FB,1
-65,3,FB,0
73,13,FB,0
-59,-10,FB,0
-27,-104,CHG,0
-38,-39,FB,1
-81,-101,BRK,0
-73,29,FB,0
-40,-25,FB,1
67,-93,BRK,0
-55,93,FB,0
-75,-34,FB,0
-20,-93,FB,0
36,-26,BRK,1
-6,-107,BRK,0
85,-59,FB,0
48,33,FB,0
51,-113,BRK,0
-40,-53,FB,1
44,-18,FB,1
-49,-103,CHG,0
-25,-39,FB,1
77,-68,FB,0
-5,-110,BRK,0
20,2,FB,0
-74,18,FB,0
25,-27,BRK,1
-36,-10,FB,1
-43,-56,FB,1
-54,-93,FB,0
22,106,BRK,0
-6,96,FB,0
67,58,BRK,0
24,-52,FB,1
9,-42,BRK,1
-45,-46,FB,1
-1,-104,BRK,0
-40,-33,FB,0
5,-93,BRK,0
43,4,BRK,1
69,-16,FB,0
3,-103,BRK,0
-59,107,FB,0
-44,-30,BRK,0
-35,-114,BRK,0
-38,-113,FB,0
-87,4,FB,0
33,-30,FB,1
-42,-92,FB,0
-39,-117,FB,0
-2,-89,FB,0
86,5,FB,0
19,-96,FB,0
-4,106,FB,0
-49,-13,FB,1
-4,-103,BRK,0
35,-17,FB,1
-39,-4,FB,1
-35,-112,BRK,0
22,-22,BRK,1
-83,-41,FB,0
-25,-97,BRK,0
-30,-34,FB,1
-62,99,BRK,0
-20,-30,FB,0
77,-2,FB,0
77,65,FB,0
87,80,FB,0
-78,53,FB,0
-78,-64,FB,0
88,57,FB,0
-39,105,FB,0
9,-26,FB,1
-17,110,FB,0
-67,-5,FB,0
-73,-98,FB,0
42,110,BRK,0
-82,-70,BRK,0
87,49,FB,0
-50,-22,FB,1
70,62,BRK,0
78,24,FB,0
75,16,BRK,0
-55,-106,FB,0
82,19,FB,0
-1,-103,FB,0
16,-19,FB,0
76,-7,FB,0
-42,3,FB,1
32,112,FB,0
-69,8,FB,0
-69,-3,FB,0
-21,-15,FB,1
-62,44,FB,0
-70,-67,FB,0
32,90,FB,0
28,110,FB,0
38,-58,FB,1
-50,-122,BRK,0
-67,-84,FB,0
87,84,CHG,0
-44,-15,FB,1
-42,-113,BRK,0
-27,-113,BRK,1
18,-98,FB,0
-75,-21,FB,0
82,-15,FB,0
3,-1,FB,1
62,78,CHG,0
62,-79,FB,0
46,-29,FB,1
-65,-18,FB,0
-1,63,FB,1
63,-49,FB,0
72,-59,CHG,0
5,-98,FB,0
57,-15,FB,1
-39,-113,CHG,0
51,-112,CHG,0
65,-75,FB,0
-42,-13,FB,1
-38,-95,FB,0
-1,-76,FB,1
-50,-117,FB,0
-49,-31,FB,0
37,-45,FB,1
19,-108,BRK,0
27,90,FB,0
35,-62,FB,1
-79,-62,FB,0
3,101,FB,0
54,-20,FB,1
-74,-61,FB,0
4,-98,FB,0
-74,-64,FB,0
13,-107,FB,0
71,2,FB,0
-1,-108,FB,0
-51,-50,BRK,1
43,-21,FB,1
0,-14,BRK,1
-4,75,BRK,0
-20,-86,BRK,0
-77,-59,FB,0
-8,98,FB,0
-5,104,FB,0
67,-26,FB,0
39,-45,FB,1
-61,-65,FB,0
-63,-95,CHG,0
-49,-69,CHG,1
35,85,BRK,0
2,94,FB,0
36,97,FB,0
48,-98,FB,0
7,84,FB,1
77,-4,FB,0
-75,-55,FB,0
-76,-13,FB,0
-70,-1,FB,0
38,-113,FB,0
-30,-49,FB,1
-73,49,FB,0
-58,-49,FB,1
-42,-32,FB,1
1,-94,FB,0
-40,97,BRK,0
-11,5,BRK,1
85,30,FB,0
39,-44,CHG,1
66,-72,FB,0
71,-83,FB,0
51,-43,FB,1
-10,-44,FB,1
24,-19,FB,1
-63,-34,FB,0
67,37,FB,0
6,102,FB,0
67,26,FB,0
11,92,FB,0
25,101,FB,0
63,90,FB,0
21,-17,FB,1
-13,-5,FB,1
62,-69,FB,0
-45,-71,CHG,0
-71,-59,CHG,0
-11,-2,BRK,1
-54,76,FB,0
-49,-95,FB,0
41,13,FB,1
38,-69,FB,0
20,111,FB,0
-32,17,FB,1
-1,-88,FB,0
-16,-86,CHG,0
38,-54,CHG,1
-26,-21,BRK,1
34,-21,CHG,1
-58,-50,CHG,0
-49,-20,CHG,1
-51,-24,FB,1
-40,-97,FB,0
-38,-36,BRK,0
-52,-2,FB,1
14,-98,BRK,0
-36,-11,FB,1
-86,-9,BRK,0
-73,-44,BRK,0
42,95,FB,0
17,-93,FB,0
-25,113,FB,0
-6,14,FB,1
-23,94,FB,0
51,-98,FB,0
44,-30,FB,1
-41,12,FB,1
-64,19,FB,0
-64,-76,BRK,0
-49,101,FB,0
-15,-100,FB,0
-23,86,FB,0
47,-96,FB,0
-73,-32,FB,0
37,105,FB,0
34,-46,FB,1
26,-93,CHG,0
-41,-97,BRK,0
-72,36,FB,0
-78,-62,FB,0
11,-50,FB,1
-76,-69,FB,0
73,28,FB,0
-74,6,FB,0
-11,106,FB,0
-46,-103,BRK,0
16,33,FB,1
-20,-112,BRK,0
6,107,BRK,0
-47,-107,BRK,0
-69,79,FB,0
-43,-26,FB,1
-52,69,FB,0
-72,4,FB,0
-45,117,FB,0
-36,-34,FB,1
-54,-39,BRK,1
-71,25,FB,0
-78,28,FB,0
-89,21,FB,0
-9,-19,FB,1
-44,-31,FB,1
-43,-15,BRK,1
-1,-31,BRK,0
-20,106,FB,0
-55,-88,BRK,0
-6,-18,FB,1
-17,-28,BRK,1
-74,-41,BRK,0
-40,-5,BRK,1
-48,3,BRK,1
-82,32,FB,0
-78,-14,BRK,0
9,-105,CHG,0
-48,-37,FB,1
-40,-44,BRK,1
-1,92,FB,0
-38,-98,FB,0
-1,116,FB,0
-40,9,FB,1
-82,-5,FB,0
-6,-117,FB,0
-35,8,FB,1
88,-3,CHG,0
83,-19,FB,0
-50,-29,BRK,0
25,-22,FB,1
62,106,FB,0
-37,-1,FB,0
-76,-28,BRK,0
-77,-61,FB,0
-17,-22,FB,0
-50,-26,FB,1
-74,-26,FB,0
53,-92,FB,0
20,-46,FB,1
-35,106,FB,0
20,109,FB,0
-10,103,BRK,0
-40,-100,FB,0
17,-48,FB,1
-72,-42,FB,0
73,5,FB,0
23,-102,CHG,0
14,-51,FB,1
2,-99,CHG,0
-73,-98,FB,0
56,-2,FB,1
88,8,FB,0
83,-44,FB,0
33,1,BRK,1
-22,104,FB,0
-48,-5,FB,0
-30,4,FB,1
-11,-83,FB,0
47,-39,FB,1
77,-36,FB,0
25,-48,BRK,0
-47,-33,FB,1
74,-20,BRK,0
3,-106,FB,0
73,-29,BRK,0
55,-24,FB,1
2,-94,CHG,0
16,-103,BRK,0
53,9,FB,1
84,20,BRK,0
-44,2,FB,0
86,6,CHG,0
77,-9,FB,0
2,-112,CHG,0
-15,-18,FB,0
1,-95,BRK,0
-91,38,FB,0
1,-76,FB,1
52,-42,FB,1
-9,-108,BRK,0
-82,-38,FB,0
49,37,FB,1
-64,-37,FB,0
37,-36,FB,1
69,-32,BRK,0
43,-64,CHG,1
-57,120,FB,0
6,-101,BRK,0
54,-109,FB,0
25,-18,FB,1
-16,107,FB,0
40,-56,FB,1
-77,4,FB,0
72,-10,BRK,0
-75,-34,FB,0
-6,-101,FB,0
88,-35,FB,0
-11,-54,FB,1
-10,-103,CHG,0
-36,-99,FB,0
-4,-108,BRK,0
-1,-48,FB,1
80,-67,FB,0
-15,-97,BRK,0
-29,-111,FB,0
79,-79,FB,0
60,-92,FB,0
22,-97,FB,0
16,-18,FB,1
1,92,BRK,0
64,-86,CHG,0
64,35,BRK,0
68,54,FB,0
50,-45,FB,1
-68,-62,FB,0
-88,-34,BRK,0
65,-11,BRK,0
-38,106,FB,0
48,-20,FB,1
46,-4,FB,1
78,-51,FB,0
66,-94,CHG,0
8,-114,FB,0
64,-75,FB,0
-4,107,FB,0
-45,-13,FB,1
-49,-38,BRK,0
