pitch_x,pitch_y,pitch_type,strike
-20,-40,FB,1
-6,47,BRK,1
85,-95,FB,0
-11,9,BRK,1
-19,-108,BRK,0
-68,-93,BRK,0
85,-39,FB,0
-4,-20,FB,1
28,15,FB,1
85,61,FB,0
7,109,FB,0
-83,-44,FB,0
4,56,FB,1
-68,107,FB,0
78,-45,FB,0
-16,-97,FB,0
23,-10,FB,1
71,52,FB,0
-82,-18,FB,0
-94,-36,BRK,0
31,106,FB,0
-60,104,FB,0
-52,-9,FB,1
-83,-53,FB,0
-47,124,FB,0
82,-62,BRK,0
-88,-57,FB,0
2,-46,FB,1
-70,-117,FB,0
-48,-13,FB,1
-80,-34,FB,0
-72,118,BRK,0
-30,120,CHG,0
-14,116,BRK,0
-19,-32,BRK,1
-1,-42,FB,1
87,-65,FB,0
-81,-35,FB,0
-13,-132,CHG,0
27,-40,CHG,0
40,13,FB,1
-1,-60,FB,1
-33,-112,BRK,0
97,-67,FB,0
105,-44,FB,0
32,-35,FB,1
-51,-109,FB,0
101,-45,BRK,0
32,113,FB,0
-39,-57,FB,1
-101,127,FB,0
-1,109,FB,0
-44,-13,FB,1
-69,-104,FB,0
-15,-44,FB,1
-21,-116,FB,0
2,36,FB,1
-76,3,FB,0
-69,102,FB,0
-91,-92,FB,0
81,-37,FB,0
74,-117,BRK,0
52,-29,FB,1
4,-100,FB,0
25,-116,CHG,0
70,-103,FB,0
-21,-23,FB,1
87,105,FB,0
28,-15,FB,1
82,111,CHG,0
-15,-49,FB,1
-85,-45,FB,0
70,-21,FB,0
-10,-45,BRK,1
-34,-30,FB,1
33,-30,CHG,1
-79,-50,FB,0
1,-108,FB,0
-16,116,FB,0
-78,111,FB,0
35,-20,FB,1
-83,-96,FB,0
68,-104,BRK,0
-89,-43,FB,0
-11,-36,FB,1
-93,-45,FB,0
-4,19,CHG,1
29,-93,FB,0
-42,-27,FB,1
95,-88,BRK,0
49,-23,FB,1
-43,-17,FB,1
81,7,BRK,0
-19,-117,BRK,0
-84,-56,FB,0
-45,-49,FB,0
-87,-42,FB,0
87,-46,FB,0
-19,-98,FB,0
-10,-100,FB,0
-89,-49,FB,0
76,51,FB,1
-93,-112,FB,0
85,-42,FB,0
-67,-108,FB,0
-84,69,FB,0
-94,-93,FB,0
-43,-23,FB,1
83,-35,FB,0
-31,-25,FB,1
1,-12,FB,1
-85,-49,FB,0
-32,-98,BRK,0
-100,-105,BRK,0
93,-58,FB,0
97,-59,FB,0
-1,-50,FB,1
-83,-43,BRK,0
38,-32,FB,1
92,-79,BRK,0
-5,-111,FB,0
-74,-99,FB,0
-1,-111,BRK,0
49,10,FB,1
43,25,BRK,1
-103,-101,FB,0
-2,-110,FB,0
7,-15,FB,1
64,129,FB,0
-6,-103,FB,0
71,115,FB,0
105,-4,FB,0
45,-14,FB,1
38,-104,FB,0
71,-25,FB,0
-36,-94,FB,0
19,-25,FB,1
89,98,FB,0
37,-68,CHG,1
-80,-88,BRK,0
2,124,BRK,0
-3,-100,FB,0
-11,-44,FB,1
19,-21,FB,1
-10,110,BRK,0
-11,-48,BRK,1
-81,103,FB,0
-83,-95,BRK,0
-16,-102,FB,0
-77,-103,FB,0
68,-92,CHG,0
-86,82,FB,0
-3,-23,FB,1
94,98,FB,0
38,-19,FB,1
-64,-102,CHG,0
14,-108,BRK,0
98,101,FB,0
-93,-60,FB,0
63,111,FB,0
-58,-105,FB,0
-15,-34,BRK,1
35,6,BRK,1
80,-27,BRK,0
-93,-78,BRK,0
10,-112,BRK,0
88,-75,BRK,0
-2,-108,BRK,0
41,118,FB,0
34,-63,FB,1
92,-29,BRK,0
-85,-66,FB,0
84,-51,FB,0
43,105,BRK,0
-31,-24,FB,1
-15,-59,FB,1
-76,-46,BRK,0
61,-98,BRK,0
-89,-95,FB,0
43,-109,BRK,0
90,-32,FB,0
-100,-89,FB,0
43,-105,FB,0
-13,111,FB,0
12,118,FB,0
-91,-108,FB,0
75,116,FB,0
11,-113,BRK,0
-48,-96,BRK,1
26,-9,FB,1
-41,-112,BRK,0
-26,112,FB,0
-22,-28,FB,1
125,-55,FB,0
43,-41,FB,1
72,119,FB,0
27,-45,FB,1
-79,-59,FB,0
-15,-33,FB,0
77,-41,FB,0
45,-45,FB,1
-49,-29,FB,1
-96,-51,FB,0
-91,-103,BRK,0
27,112,FB,0
-97,-40,FB,0
88,-46,FB,0
-53,-111,FB,0
-48,-68,FB,1
108,68,FB,0
16,-71,FB,0
-86,-68,FB,0
9,-35,BRK,1
17,-109,FB,0
-12,107,FB,0
-83,51,FB,0
-43,-109,FB,0
16,-113,BRK,0
-91,-56,FB,0
100,-52,FB,0
101,-98,FB,0
24,114,FB,0
36,-15,FB,1
-19,-49,FB,1
93,118,FB,0
-28,126,FB,0
4,-113,FB,0
19,-15,FB,1
-49,-28,FB,1
-3,-118,CHG,0
34,0,FB,1
-98,-95,FB,0
-1,-113,FB,0
-128,-98,BRK,0
-68,-88,FB,0
-92,-80,FB,0
-24,-39,FB,1
-90,-115,BRK,0
24,-17,FB,1
1,-110,BRK,0
-75,-54,FB,0
30,-26,FB,1
-83,22,CHG,0
-18,-52,BRK,1
-89,-14,FB,0
58,-98,FB,0
-86,106,CHG,0
-11,126,CHG,0
-35,-109,FB,0
8,-92,FB,0
-12,-18,FB,1
-71,48,FB,0
-79,14,FB,0
-80,-80,CHG,0
71,111,FB,0
-1,-3,FB,1
16,96,FB,0
-6,101,FB,0
-38,-72,FB,0
-73,-62,BRK,0
11,-98,CHG,0
40,-54,BRK,0
59,94,FB,0
-64,-86,FB,0
-8,106,FB,0
72,70,FB,0
-66,-72,FB,0
14,87,FB,0
64,48,CHG,0
57,-64,FB,0
6,-79,FB,0
-26,-15,FB,1
-70,87,FB,0
-53,-93,BRK,0
-48,-49,FB,1
20,-90,FB,0
-62,7,FB,0
-82,5,FB,0
-62,60,FB,0
-43,4,FB,1
1,-15,FB,1
-82,67,CHG,0
68,-65,FB,0
51,-81,FB,0
-72,-3,FB,0
9,-22,FB,1
-71,11,FB,0
21,-118,CHG,0
-81,-78,FB,0
11,-34,FB,0
40,0,FB,1
-7,96,FB,0
-50,-40,CHG,1
52,-31,FB,1
-72,105,FB,0
-52,26,FB,1
-77,-49,FB,0
4,-103,BRK,0
-48,-9,FB,1
-57,-108,BRK,0
-67,-13,FB,0
-25,-59,FB,1
-83,-87,FB,0
12,-54,FB,0
8,-25,FB,1
3,-59,CHG,1
13,-101,CHG,0
12,-93,BRK,0
-72,18,FB,0
-10,-101,FB,0
-82,66,FB,0
-45,-17,CHG,1
19,-108,CHG,0
-87,91,FB,0
-80,108,FB,0
-81,-87,FB,0
-80,110,FB,0
84,-119,FB,0
-77,37,FB,0
47,6,FB,1
-81,97,CHG,0
62,10,FB,0
-5,-93,CHG,0
-21,5,FB,1
-64,83,FB,0
59,-106,CHG,0
48,-60,FB,0
79,28,FB,0
-68,41,FB,0
6,-77,FB,0
-14,-111,FB,0
36,-61,CHG,1
-72,-62,FB,0
86,111,FB,0
-72,5,CHG,0
6,-88,FB,0
40,-103,BRK,0
9,92,CHG,0
76,-75,FB,0
63,0,FB,0
-38,9,FB,1
30,-9,FB,1
72,30,BRK,0
25,-62,BRK,1
-45,-89,BRK,0
-24,-118,FB,0
-37,-83,FB,0
-59,-103,FB,0
-35,-34,FB,1
63,109,FB,0
75,-10,FB,0
6,-8,FB,1
81,69,FB,0
-18,4,FB,1
-3,-34,FB,1
-81,27,CHG,0
35,-103,FB,0
-91,-64,CHG,0
85,-49,BRK,0
54,-68,FB,1
45,-101,FB,0
-1,96,CHG,0
-20,97,FB,0
42,-58,FB,1
-25,-87,FB,0
13,-26,BRK,1
-79,-98,BRK,0
-3,-60,FB,1
43,-109,BRK,0
60,42,FB,0
45,-28,FB,1
75,-45,FB,0
59,-78,BRK,0
97,-110,CHG,0
13,-103,FB,0
-89,107,CHG,0
-63,-117,CHG,0
3,108,FB,0
69,-72,FB,0
-8,-46,FB,1
72,76,FB,0
5,1,BRK,0
15,-13,BRK,1
-57,-89,FB,0
-52,-80,FB,0
93,17,BRK,0
5,-9,BRK,1
76,-107,FB,0
77,-98,FB,0
5,-54,FB,1
54,12,FB,1
-73,28,FB,0
75,73,FB,0
-61,-11,FB,1
-72,-42,FB,0
37,-110,FB,0
91,4,FB,0
34,-101,FB,0
-34,-41,FB,1
71,-3,FB,0
3,-1,BRK,1
-54,95,BRK,0
36,-3,FB,1
40,-9,FB,1
-5,116,FB,0
77,69,FB,0
-50,-63,FB,1
-82,-69,FB,0
59,32,FB,0
5,135,FB,0
0,-69,FB,1
10,-116,BRK,0
40,-45,FB,1
54,-68,BRK,1
-60,-113,BRK,0
-67,-107,BRK,0
11,-106,FB,0
100,-31,FB,0
7,-69,FB,1
-4,-106,BRK,1
-70,-102,CHG,0
89,-10,FB,0
89,104,FB,0
-21,-122,FB,0
13,47,FB,1
30,111,CHG,0
82,62,FB,0
40,-42,BRK,1
-71,-86,FB,0
-18,-91,FB,0
84,-99,FB,0
2,-72,FB,1
-34,-124,FB,0
32,-54,FB,1
77,84,FB,0
10,8,FB,1
6,-97,FB,0
53,38,FB,1
-59,-98,BRK,0
30,-15,FB,0
45,-43,CHG,1
-74,-94,BRK,0
-7,109,FB,0
16,-52,FB,1
69,46,FB,0
-71,-6,FB,0
-22,-62,BRK,1
74,-95,FB,0
5,-92,FB,0
53,-10,FB,1
-48,-28,BRK,1
4,7,BRK,0
-11,-67,BRK,1
-40,-30,FB,1
-65,-82,FB,0
-57,-98,FB,0
77,90,FB,0
39,-65,FB,1
0,-114,FB,0
81,-22,FB,0
1,-92,FB,0
82,89,FB,0
74,-103,FB,0
4,-35,FB,1
-60,-101,FB,0
101,87,BRK,0
-69,70,FB,0
38,-57,CHG,1
52,-24,FB,1
38,-22,FB,1
97,-40,FB,0
69,-19,BRK,0
-77,-93,BRK,0
67,-68,FB,0
15,-60,FB,1
-72,-87,BRK,0
-14,-114,FB,0
-61,-77,BRK,0
-42,-79,BRK,0
3,-80,FB,1
-52,-84,BRK,0
-6,-101,FB,0
-56,-103,FB,0
44,0,FB,1
38,-66,FB,1
82,-95,BRK,0
96,92,FB,0
27,-62,BRK,1
77,-86,FB,0
-70,-95,FB,0
49,-4,FB,1
75,-53,FB,0
94,13,CHG,0
75,9,FB,0
71,-85,FB,0
-41,-108,FB,0
4,-103,FB,0
9,-106,FB,0
92,78,FB,0
50,47,FB,1
-11,-105,BRK,0
-37,-9,BRK,1
-59,-103,FB,0
-80,-94,BRK,0
80,-82,CHG,0
54,-31,BRK,1
-15,-98,FB,0
-82,-64,BRK,0
66,70,FB,0
46,-11,BRK,1
3,-103,BRK,0
28,-15,BRK,0
-83,-86,FB,0
-37,9,FB,1
-78,-86,BRK,0
58,-21,FB,0
-91,-77,BRK,0
-67,-34,FB,0
41,-51,FB,1
-5,-15,FB,1
93,82,BRK,0
33,-6,BRK,1
-60,-99,BRK,0
78,89,FB,0
-66,-98,FB,0
43,-55,FB,1
61,46,FB,0
85,-19,FB,0
72,108,CHG,0
81,-67,FB,0
60,12,FB,1
41,-61,FB,1
1,-108,FB,0
-78,92,CHG,0
44,8,CHG,0
87,115,FB,0
42,-63,BRK,1
0,0,BRK,0
-54,-93,BRK,0
-59,-93,FB,0
10,-99,FB,0
-25,-19,FB,1
-69,-57,BRK,0
-74,-80,FB,0
-36,-10,FB,1
-11,111,CHG,0
56,-88,FB,0
59,-103,FB,0
53,-67,FB,1
-15,-107,CHG,0
0,-25,FB,1
27,103,CHG,0
-3,-65,FB,0
4,-103,BRK,0
43,-103,FB,1
-29,-98,BRK,1
40,-92,BRK,0
-1,101,FB,0
-72,-37,FB,0
-14,-53,FB,1
42,101,FB,0
-1,-63,BRK,1
77,-89,BRK,0
82,-113,FB,0
-38,-106,BRK,0
-41,-20,BRK,1
2,-113,BRK,0
-76,-86,BRK,0
-34,99,BRK,0
52,-3,FB,1
67,-35,FB,0
-10,113,BRK,0
28,-77,FB,0
73,-90,FB,0
4,-103,FB,0
48,-65,FB,1
1,-35,BRK,1
3,-106,FB,0
42,-100,FB,0
40,-19,CHG,1
56,-1,CHG,1
6,-27,BRK,1
87,-8,CHG,0
5,84,BRK,0
-45,-26,CHG,1
67,-81,FB,0
48,10,BRK,1
40,-7,BRK,1
-68,-97,BRK,0
-54,-108,BRK,0
50,-81,FB,0
53,-62,FB,1
40,-74,BRK,0
44,-96,FB,0
-1,78,CHG,0
-40,-31,FB,1
60,87,FB,0
-1,110,FB,0
-26,99,CHG,0
35,-59,FB,1
51,-1,CHG,1
52,-103,FB,0
41,-109,FB,0
82,-96,BRK,0
86,-98,FB,0
41,-64,FB,1
79,5,FB,0
48,-66,FB,1
86,-53,BRK,0
39,-93,FB,0
67,-79,FB,0
82,93,BRK,0
43,1,BRK,1
-78,-11,FB,0
-50,-68,FB,1
9,3,FB,1
53,19,BRK,1
-83,-55,BRK,0
51,12,BRK,0
-82,-46,BRK,0
16,96,FB,0
61,9,BRK,0
26,-48,FB,1
-64,-74,FB,0
48,-16,BRK,1
-59,-105,BRK,0
42,-7,BRK,1
47,-59,BRK,0
33,-22,FB,1
11,113,FB,0
36,-32,BRK,0
70,-30,BRK,0
-1,-110,BRK,0
-37,-120,CHG,0
32,-87,CHG,0
96,-47,FB,0
-28,-38,FB,1
72,-1,FB,0
33,-106,FB,0
-10,-117,CHG,0
-96,-93,CHG,0
-26,-54,CHG,1
14,96,CHG,0
33,-104,FB,0
17,4,BRK,1
-5,-107,FB,0
-46,-108,CHG,0
76,49,FB,0
-5,-41,FB,1
92,-25,BRK,0
16,114,CHG,0
81,76,CHG,0
4,-123,BRK,0
-69,-83,CHG,0
38,-27,FB,1
-52,-100,CHG,0
-40,-109,CHG,0
-67,-91,CHG,0
-55,-100,FB,0
80,13,CHG,0
33,-33,FB,1
-57,-14,BRK,0
-8,-115,BRK,0
39,111,FB,0
6,85,FB,0
19,23,FB,1
-49,-20,FB,1
23,-105,FB,0
-1,-107,FB,0
2,-20,CHG,1
-61,-97,CHG,0
-4,-53,CHG,1
81,-46,FB,0
-2,-25,FB,1
-68,-32,FB,0
2,-109,BRK,0
-82,-30,FB,0
33,-23,CHG,1
33,-18,FB,1
3,-30,BRK,1
30,-114,FB,0
101,40,BRK,0
9,-105,BRK,0
8,-100,FB,0
-44,-106,FB,0
58,-77,FB,0
2,-77,CHG,0
-62,-75,FB,0
-4,-65,FB,1
5,-109,BRK,0
86,-34,BRK,0
-11,-47,FB,1
-26,-114,BRK,0
-15,-45,FB,1
1,-113,BRK,0
-1,-50,BRK,0
-2,-109,BRK,0
63,96,FB,0
-71,-97,FB,0
-3,-91,CHG,0
76,102,FB,0
77,-96,FB,0
69,109,FB,0
72,-91,CHG,0
38,-87,CHG,0
-73,-66,FB,0
-6,-52,FB,1
76,-44,FB,0
4,-44,FB,1
52,86,BRK,0
-82,-49,BRK,0
86,-46,FB,0
-71,-25,BRK,0
-7,-55,FB,1
-6,-5,BRK,1
40,-27,BRK,0
88,-11,FB,0
67,107,FB,0
73,-58,BRK,0
-6,-40,FB,1
-30,-52,FB,1
37,88,BRK,0
-80,-41,FB,0
22,-25,FB,1
109,-62,FB,0
-12,-54,FB,1
-3,-94,BRK,0
79,106,CHG,0
-16,-40,FB,1
94,60,CHG,0
-76,28,FB,0
-41,-44,BRK,1
81,23,BRK,0
89,-91,FB,0
48,-32,FB,0
31,28,BRK,1
-43,105,BRK,0
-77,-36,BRK,0
25,101,BRK,0
34,17,BRK,1
10,34,BRK,0
83,18,FB,0
33,-25,FB,1
-1,-54,BRK,1
-8,-106,BRK,0
16,-18,BRK,0
19,-26,FB,1
-3,-63,FB,1
-35,120,FB,0
69,-8,CHG,0
82,-31,FB,0
-17,-117,CHG,0
-23,-26,FB,1
112,220,BRK,0
-77,-84,FB,0
69,118,FB,0
15,101,FB,0
-80,-98,FB,0
3,-60,FB,1
-69,-105,FB,0
7,-99,FB,0
-6,-56,FB,1
-11,-99,FB,0
7,-120,CHG,0
71,-82,FB,0
-18,-50,CHG,1
27,108,BRK,0
6,-40,FB,1
-83,-71,FB,0
-67,-98,FB,0
-44,-15,FB,0
-15,-30,FB,1
19,100,FB,0
77,116,FB,0
28,-4,FB,1
3,-120,BRK,0
16,112,BRK,0
-16,-112,CHG,0
53,109,FB,0
-6,-117,FB,0
-88,75,FB,0
-36,-28,FB,1
48,116,FB,0
-30,-111,BRK,0
82,126,BRK,0
28,109,FB,0
84,106,FB,0
-10,-100,BRK,0
61,-89,FB,0
79,-77,FB,0
-2,-74,FB,1
-10,-50,FB,1
125,136,FB,0
97,-32,FB,0
86,-22,FB,0
75,-58,FB,0
43,85,FB,0
137,132,FB,0
-26,-120,FB,0
2,37,FB,1
17,-103,FB,0
-39,-15,FB,1
56,108,BRK,0
1,99,FB,0
-78,2,FB,0
-6,-124,FB,0
-37,-27,FB,1
101,120,FB,0
64,43,FB,1
-24,-40,CHG,1
-18,-75,FB,0
-32,-99,BRK,0
49,106,BRK,0
-3,-21,BRK,1
-38,-113,CHG,0
48,-11,BRK,1
-73,-73,FB,0
-7,-83,FB,0
-1,8,FB,1
-7,105,FB,0
48,-104,FB,0
98,72,FB,0
32,-27,FB,1
-28,-90,BRK,0
54,-100,FB,0
27,-106,FB,0
43,86,FB,1
9,-21,BRK,1
72,104,BRK,0
-3,99,FB,0
9,-52,CHG,1
30,-108,CHG,0
5,97,FB,0
-62,-20,BRK,1
14,-103,FB,0
6,-102,CHG,0
-14,-8,BRK,1
49,-94,FB,0
3,98,FB,0
0,-54,FB,1
0,-1,BRK,1
0,0,FB,0
50,-44,FB,1
92,112,FB,0
39,0,BRK,1
98,46,BRK,0
41,-19,FB,1
-83,-85,BRK,0
-15,-96,BRK,0
-1,-99,FB,0
-13,60,CHG,1
32,-35,BRK,1
-60,-16,FB,1
-35,-107,CHG,0
-67,2,CHG,0
47,-96,BRK,0
13,81,FB,1
-2,106,FB,0
-106,-91,FB,0
49,120,FB,0
84,0,BRK,0
2,-94,BRK,0
32,114,FB,0
4,-104,FB,0
-26,-108,FB,0
-48,-16,FB,1
-11,-59,FB,1
-88,33,FB,0
-66,-25,FB,0
1,-50,CHG,1
-75,-113,CHG,0
62,-93,BRK,0
-98,-41,FB,0
21,-14,BRK,1
64,120,FB,0
41,-98,BRK,0
7,-23,FB,1
8,-29,FB,1
9,-43,FB,1
-43,-33,FB,1
9,-94,BRK,0
75,-16,FB,0
53,-24,FB,1
16,-67,BRK,1
-60,-101,BRK,0
40,-109,BRK,0
56,-8,BRK,1
48,-94,FB,0
-86,-92,FB,0
58,107,FB,0
-36,-106,CHG,0
-48,14,FB,1
54,-49,CHG,1
33,-20,FB,1
89,-85,FB,0
62,-26,FB,0
45,3,BRK,1
-60,2,FB,0
-66,-105,CHG,0
28,101,BRK,0
-8,69,CHG,1
-37,-101,FB,0
60,-93,BRK,0
-43,115,FB,0
24,-72,FB,1
25,-110,BRK,0
-50,121,BRK,0
45,-101,BRK,0
50,68,FB,1
79,-93,FB,0
-66,123,BRK,0
13,122,CHG,0
-68,-86,BRK,0
79,-86,FB,0
31,106,BRK,0
-47,-59,FB,1
67,-72,FB,0
84,-9,BRK,0
26,-104,FB,0
-43,2,FB,1
6,-99,FB,0
3,106,FB,0
6,-103,CHG,0
2,112,FB,0
64,-100,FB,0
-54,-10,FB,1
-31,-46,FB,0
-10,-28,FB,1
74,105,BRK,0
79,96,FB,0
-86,-78,FB,0
21,112,FB,0
64,105,BRK,0
55,-57,CHG,1
42,-103,BRK,0
80,-46,FB,0
50,-28,FB,1
93,114,FB,0
84,86,FB,0
-8,112,CHG,0
6,-93,FB,0
22,107,FB,0
73,4,FB,0
-69,129,FB,0
-86,11,FB,0
-51,46,FB,1
-72,-74,FB,0
43,1,FB,1
-13,110,FB,0
-72,-79,FB,0
-11,20,FB,1
-20,121,FB,0
24,-63,FB,0
41,-94,FB,0
-1,-111,FB,0
73,14,FB,0
63,-100,CHG,0
50,-61,FB,0
-56,-10,FB,1
-60,-95,FB,0
-82,42,BRK,0
-51,-65,FB,1
-23,-114,FB,0
62,-95,FB,0
92,83,FB,0
-1,98,FB,0
7,-49,FB,1
71,-98,BRK,0
-72,19,FB,0
13,-98,BRK,0
-46,-64,BRK,1
70,-52,CHG,0
50,-73,FB,1
16,-68,FB,1
-50,-105,CHG,0
83,47,BRK,0
-57,110,FB,0
-91,-45,BRK,0
-47,-46,FB,1
-70,15,BRK,0
-72,-35,FB,0
-56,-7,FB,1
-42,-33,FB,1
-8,-91,BRK,0
-57,-13,BRK,1
50,-98,FB,0
7,-89,BRK,0
46,-69,FB,1
35,-60,FB,1
40,-67,FB,1
26,-88,FB,0
-75,17,BRK,0
-13,-64,BRK,1
-85,-94,FB,0
-76,-84,BRK,0
48,2,FB,1
60,-38,FB,1
3,83,FB,1
71,43,BRK,0
-76,-35,BRK,0
15,-29,FB,1
88,-48,CHG,0
3,-98,FB,0
-32,-96,FB,0
-75,5,BRK,0
46,-45,FB,0
-74,-1,FB,0
-76,-65,FB,0
-56,-92,FB,0
-75,-77,BRK,0
-15,116,FB,0
-61,82,FB,0
41,-76,FB,1
38,-98,FB,0
55,-108,FB,0
52,-95,FB,0
16,96,FB,0
77,99,FB,0
-67,-33,FB,0
10,-106,FB,0
23,-66,FB,1
-44,-40,FB,1
78,-110,FB,0
44,106,FB,0
63,69,FB,0
-34,-5,BRK,1
66,-6,FB,0
82,-44,FB,0
73,-2,BRK,0
-18,-68,BRK,1
0,0,FB,0
-5,-24,BRK,1
24,-109,BRK,0
-55,48,FB,0
6,-99,FB,0
-80,-98,FB,0
31,-14,FB,1
-18,-103,BRK,0
55,67,FB,0
37,-93,BRK,0
61,-106,BRK,0
8,-52,CHG,1
52,-102,CHG,0
53,-24,FB,1
57,-8,FB,0
71,-12,FB,0
43,-102,BRK,0
67,-98,FB,0
-87,32,FB,0
-85,-42,BRK,0
-83,-112,BRK,0
-40,-79,FB,0
61,-20,FB,0
-44,-48,FB,1
-59,-63,BRK,1
19,-54,FB,1
-55,-102,BRK,0
59,-3,FB,0
-55,-79,BRK,0
28,-88,FB,0
-54,-5,FB,1
-79,-92,BRK,0
-5,99,FB,0
72,-8,FB,0
22,-17,FB,1
-59,102,FB,0
-52,-30,FB,1
58,-64,FB,0
-69,15,FB,0
-65,11,FB,0
-65,-90,FB,0
-20,-31,FB,1
-88,58,FB,0
-93,103,FB,0
49,-96,FB,0
41,-72,FB,1
76,-89,FB,0
-40,-40,BRK,1
88,-95,FB,0
70,-6,FB,0
-6,61,FB,1
-19,-111,BRK,0
-42,-64,FB,1
20,-69,FB,1
62,-89,FB,0
58,-88,FB,0
-34,-93,FB,0
-28,-104,FB,0
5,-93,FB,0
-76,-78,FB,0
-62,-103,FB,0
14,-96,FB,0
-35,-93,FB,0
78,3,FB,0
26,36,FB,1
-33,-66,FB,1
20,101,FB,0
-56,-4,FB,1
-69,-94,FB,0
-51,15,FB,1
-13,-10,FB,1
-62,-98,FB,0
57,-96,BRK,0
-71,-35,FB,0
4,-114,FB,0
38,-98,FB,0
-69,-62,BRK,0
6,2,FB,1
2,115,FB,0
85,-84,FB,0
17,26,FB,1
-90,-71,BRK,0
-16,124,FB,0
78,114,BRK,0
-89,-14,FB,0
-1,101,FB,0
8,31,BRK,1
-55,109,FB,0
-14,-1,BRK,1
-59,14,FB,1
-76,-8,FB,0
3,-117,FB,0
32,-24,FB,1
-5,-108,FB,0
-56,107,FB,0
-77,-100,BRK,0
-21,-28,FB,1
-50,-17,FB,1
-12,114,BRK,0
-77,-89,BRK,0
-9,7,BRK,1
69,-11,FB,1
59,95,BRK,0
92,15,BRK,0
19,-6,FB,0
107,106,FB,0
35,-101,BRK,0
58,73,BRK,1
38,4,FB,1
-63,4,FB,1
0,-72,FB,1
33,-103,FB,0
-14,-88,BRK,0
-53,118,FB,0
-62,116,FB,0
48,65,BRK,1
33,120,BRK,0
-9,-103,BRK,0
-39,4,FB,1
-24,-114,BRK,0
56,9,BRK,1
82,98,BRK,0
-83,-23,FB,0
-101,-129,BRK,0
-82,-114,BRK,0
-25,-82,BRK,0
41,10,FB,1
-5,-105,BRK,0
1,116,FB,0
103,1,FB,0
91,120,FB,0
125,136,FB,0
92,116,BRK,0
82,102,FB,0
76,112,FB,0
34,122,FB,0
-2,29,FB,1
-85,-64,BRK,0
-21,-5,FB,0
48,15,BRK,1
-53,-95,BRK,0
-42,-24,BRK,0
-43,-113,BRK,0
15,-33,BRK,1
-59,-1,FB,0
89,-61,BRK,0
-105,-19,FB,0
39,-96,FB,0
-101,-83,FB,0
40,31,BRK,1
-65,-106,BRK,0
-23,-93,BRK,0
11,-5,FB,0
59,104,BRK,0
-57,-23,CHG,1
-91,-107,BRK,0
6,-36,FB,1
-44,-106,FB,0
0,-51,FB,1
-55,-98,FB,0
44,1,BRK,0
-32,-25,FB,1
-28,-91,BRK,0
-2,-97,CHG,0
6,-54,CHG,1
-51,-32,BRK,1
44,-36,FB,1
34,-97,BRK,0
0,-12,BRK,1
20,-91,BRK,0
40,7,FB,1
6,29,FB,0
-16,-5,FB,1
34,-30,FB,1
-28,-49,FB,1
19,-112,FB,0
13,-18,FB,0
-2,-11,FB,1
-87,-79,FB,0
-5,-30,FB,1
-36,-32,BRK,1
35,28,BRK,1
-39,-108,BRK,0
11,0,FB,0
-49,112,FB,0
-55,1,FB,1
45,40,FB,0
-65,-41,FB,0
-1,-13,BRK,1
-68,-61,BRK,0
-43,-48,BRK,1
55,12,FB,0
74,-14,FB,0
77,24,FB,0
-77,-60,BRK,0
-57,-3,FB,1
15,-97,CHG,0
-8,-40,BRK,0
-71,-105,BRK,0
-45,-50,FB,1
18,113,FB,0
99,135,BRK,0
78,1,FB,0
53,67,FB,1
-43,-29,BRK,1
1,43,FB,1
-57,-110,BRK,0
2,-7,BRK,1
3,-1,FB,1
93,-79,CHG,0
88,68,FB,0
83,-21,FB,0
-14,-6,FB,1
-22,7,FB,1
-11,105,FB,0
29,68,CHG,1
127,-34,FB,0
82,-20,FB,0
11,1,FB,1
83,-89,CHG,0
-38,-8,CHG,0
3,-44,BRK,1
-7,-109,FB,0
-2,-42,FB,1
82,-24,FB,0
8,-107,BRK,0
59,-67,BRK,1
18,15,FB,1
40,-49,FB,1
19,-19,FB,1
-55,-117,FB,0
-123,-104,BRK,0
-15,-68,BRK,1
48,-101,FB,0
51,-92,FB,0
-77,-92,FB,0
4,-20,FB,1
53,-98,FB,0
72,-113,FB,0
-65,108,BRK,0
45,-60,BRK,1
-30,19,FB,1
21,-104,BRK,0
-14,-106,BRK,0
-4,-111,FB,0
-67,10,BRK,0
72,-103,BRK,0
-49,-17,FB,1
-9,101,BRK,0
-6,-65,BRK,1
74,-75,FB,0
-38,-63,BRK,1
-8,-66,FB,0
-5,-97,BRK,0
-55,-96,FB,0
67,45,FB,0
-13,-66,FB,1
-67,-62,BRK,0
-77,-69,BRK,0
46,-63,BRK,0
-5,-60,CHG,1
15,-109,BRK,0
83,-39,FB,0
0,0,BRK,1
-78,-59,FB,0
59,-103,BRK,0
-38,-45,FB,1
50,-64,BRK,1
-32,-98,CHG,0
-37,-108,FB,0
6,-32,FB,1
90,-51,FB,0
-72,-57,BRK,0
-59,5,FB,1
50,115,BRK,0
75,32,FB,0
-81,-46,FB,0
-90,114,FB,0
28,4,BRK,1
-75,-104,FB,0
-77,58,BRK,0
42,4,FB,1
25,-31,FB,1
-10,-29,BRK,1
13,-95,BRK,0
61,-117,FB,0
84,-6,BRK,0
-18,-101,FB,0
-50,-37,CHG,1
82,-93,BRK,0
47,-93,FB,0
-82,-65,FB,0
-68,-64,FB,0
0,0,FB,0
-7,-54,BRK,1
-53,-78,FB,0
7,-64,FB,1
