fg_pct_diff,rebs_diff,TO_diff,score_diff
0.020000000000000018,17,1,17
0.19999999999999996,6,-5,22
-0.03999999999999998,6,5,-7
0.11000000000000004,17,10,7
-0.12000000000000005,-20,-2,-24
0.010000000000000009,-4,0,5
0.04999999999999999,1,5,-14
0.12000000000000005,2,3,12
0.15999999999999998,8,-2,22
-0.05999999999999994,4,-2,6
-0.08000000000000002,7,7,-4
-0.020000000000000018,-3,1,-14
0.09000000000000002,9,-1,19
0.21999999999999997,0,-8,34
0,1,-4,15
-0.08999999999999997,-9,-10,2
-0.14999999999999997,-20,-1,-16
0.19,17,-1,32
-0.07,3,-6,11
0.14,1,-13,26
0.030000000000000027,-2,-5,8
0.06,-2,0,2
-0.04999999999999999,-2,1,-1
0.10999999999999999,4,3,1
0.10999999999999999,10,-2,19
0.17000000000000004,17,3,29
0.16000000000000003,7,8,11
-0.12000000000000005,5,1,-7
0.039999999999999925,4,-4,12
0.14,0,-3,26
0.010000000000000009,-2,-6,-4
-0.08999999999999997,8,5,-12
0.04999999999999999,5,-1,7
0.030000000000000027,10,-2,4
0.15999999999999998,-6,1,14
0.040000000000000036,-8,-8,14
-0.040000000000000036,-5,4,-9
0.04999999999999999,5,2,8
0.08000000000000002,7,0,7
-0.010000000000000009,-4,7,-17
0.010000000000000009,17,0,13
-0.20999999999999996,-3,-5,-12
0.04999999999999999,12,5,-1
-0.22000000000000003,-17,-6,-17
0.12,0,-5,18
-0.040000000000000036,-1,-3,-4
-0.07,3,0,-19
0.010000000000000009,0,-4,4
-0.07,-9,-3,-7
0,0,6,-3
-0.04999999999999999,-18,0,-24
-0.04999999999999999,-14,-3,-1
0.08999999999999997,15,-2,20
0.08000000000000002,4,5,1
0.17999999999999994,-4,-4,17
0.02999999999999997,-4,-1,12
-0.019999999999999962,-14,-6,-9
-0.21000000000000002,-6,0,-18
0.08000000000000002,6,6,5
0.09000000000000002,-15,-5,10
0.07,2,-1,2
0.17000000000000004,4,0,16
-0.07,-2,-5,-2
-0.21999999999999997,-13,-9,-11
-0.030000000000000027,0,-3,-3
0.019999999999999962,-3,-3,2
0.18,3,0,16
0.030000000000000027,6,0,6
-0.010000000000000009,-7,-1,3
0.17000000000000004,8,1,14
-0.010000000000000009,-9,-2,-11
0.09000000000000002,-8,1,-2
0.03999999999999998,3,-3,9
0.14,-7,3,10
-0.06999999999999995,12,-4,-1
-0.010000000000000009,10,6,1
-0.10999999999999999,-9,-7,-9
-0.09000000000000008,7,5,-9
-0.2,-6,2,-27
0.09000000000000002,25,2,12
-0.04999999999999999,-16,-3,-15
0.050000000000000044,-6,1,-2
-0.15999999999999998,4,-4,-2
0.22000000000000003,0,8,20
-0.08000000000000002,-19,-7,-3
0,-1,-8,17
-0.02999999999999997,-4,-1,-3
-0.03999999999999998,-11,-9,7
-0.19,9,-2,-11
-0.020000000000000018,-2,-4,5
0.10999999999999993,-6,-1,2
-0.12999999999999995,6,2,-8
-0.08000000000000002,-8,-1,-12
0.010000000000000009,-6,1,-5
-0.010000000000000009,-11,-4,-6
-0.04999999999999999,-13,-6,-14
0.09000000000000002,12,-1,24
0.030000000000000027,-10,2,5
-0.020000000000000018,2,0,2
-0.07,1,1,-3
0.13999999999999996,8,4,18
-0.02999999999999997,-4,-3,-5
0.14,14,9,13
0.13999999999999996,11,2,20
-0.02999999999999997,6,-1,4
-0.11999999999999994,-4,-4,-7
0.10000000000000003,-2,-3,10
0.03999999999999998,7,1,3
0.03999999999999998,-2,-5,11
-0.04999999999999999,-1,0,-5
-0.08999999999999997,-6,-6,-3
-0.010000000000000009,-8,1,-11
-0.09999999999999998,8,-3,4
0.02999999999999997,-4,3,-8
-0.18,-7,5,-27
0.07,10,5,12
0.10000000000000003,15,7,7
0.019999999999999962,1,0,2
0.11000000000000004,22,2,23
-0.03999999999999998,14,1,2
0.010000000000000009,0,0,-1
-0.030000000000000027,-9,-4,2
0.07000000000000006,-2,-13,29
-0.03999999999999998,-10,-6,-9
-0.010000000000000009,-5,-5,7
0.06,6,4,7
0.10999999999999999,-1,1,15
0.25999999999999995,17,2,36
0.09000000000000002,7,-1,3
0.12000000000000005,0,0,11
-0.13999999999999996,-6,-6,-17
-0.07,-17,-10,-8
0.030000000000000027,-5,1,-7
-0.06,-8,-9,-4
-0.16000000000000003,-6,-7,-3
0.010000000000000009,-6,-2,-4
0,-8,1,-7
-0.13,0,1,-13
-0.030000000000000027,-9,-9,-5
0.22999999999999993,4,1,15
-0.040000000000000036,11,1,3
0.15000000000000002,4,-2,22
-0.10000000000000003,5,-2,-4
0.06,7,0,7
0.009999999999999953,-4,-8,7
0.12,5,5,4
-0.18000000000000005,-15,-5,-21
-0.12,2,2,-18
-0.04999999999999999,-15,-5,-10
-0.15999999999999998,-6,-1,-10
0.019999999999999962,-3,-2,2
-0.10000000000000003,-6,-8,-6
-0.08000000000000007,-2,-5,-4
0.26,5,1,35
0.02999999999999997,-3,4,4
0.03999999999999998,-9,-13,15
0.13,12,7,1
-0.13999999999999996,-8,3,-19
0.010000000000000009,-7,-1,-4
-0.07999999999999996,10,7,-10
-0.06999999999999995,5,1,-3
0.04999999999999999,-3,-2,2
0.15000000000000002,0,4,11
0.14000000000000007,13,-4,26
-0.15000000000000002,-18,-4,-11
0.14999999999999997,16,3,18
-0.14,-3,3,-12
-0.14,6,-6,-9
-0.020000000000000018,1,-9,12
0.09000000000000002,4,-1,15
-0.04999999999999999,8,5,-9
0.020000000000000018,-5,4,-4
0.040000000000000036,-5,0,-4
-0.10999999999999999,2,2,2
-0.07,-4,2,-9
-0.03999999999999998,-8,-9,-9
-0.07000000000000006,0,-1,-14
0.10999999999999999,17,5,23
0.07,-8,-1,3
0.08000000000000002,-2,5,1
0.16999999999999993,21,8,11
-0.009999999999999953,3,-1,6
0.03999999999999998,1,-2,11
0.07,6,-2,16
-0.09000000000000002,-12,-5,-3
-0.04999999999999999,-6,-11,7
-0.18,-14,-10,-9
0.20999999999999996,10,-5,35
0.04999999999999999,-8,4,3
-0.03999999999999998,15,-3,9
-0.08000000000000002,-2,-1,-6
-0.10000000000000003,-15,-2,-14
-0.06,5,2,-2
0.20000000000000007,-2,-1,18
0.07,14,-3,25
-0.15999999999999998,-4,6,-30
-0.10999999999999999,-8,6,-28
-0.07,6,-7,5
-0.02999999999999997,-9,-5,2
-0.04999999999999999,9,1,-5
0.14,8,5,2
0.22000000000000003,1,-3,36
0.020000000000000018,-2,-2,5
-0.25,-5,5,-34
0.13000000000000006,5,-4,14
0.24,12,9,19
0.07,15,4,9
0.07,5,3,5
0.02999999999999997,-4,-3,-6
-0.010000000000000009,-5,-5,-2
0,-7,7,-9
-0.02999999999999997,-11,-4,-3
0.13000000000000006,21,8,20
-0.020000000000000018,-17,7,-33
0.010000000000000009,2,-2,6
0.050000000000000044,2,6,3
0.07,32,3,36
-0.07,9,0,4
-0.03999999999999998,-5,-1,-4
0.030000000000000027,-11,-2,-5
0.15999999999999998,17,8,15
-0.07,-10,-5,8
-0.19000000000000006,-17,-8,-15
-0.04999999999999999,-3,2,-5
0.02999999999999997,7,-1,-1
0.02999999999999997,-7,-1,-5
-0.07,9,-6,14
0.16000000000000003,15,-4,22
-0.07,-2,-5,-4
-0.08999999999999997,-1,-2,-11
-0.04999999999999999,-6,6,-25
0.10000000000000003,2,-3,16
0.2,0,-13,36
0.07,12,3,-2
-0.07999999999999996,-11,-5,-8
0.09000000000000002,13,0,9
0.040000000000000036,15,-1,20
-0.06999999999999995,9,10,-10
-0.020000000000000018,14,5,4
-0.13,-8,-3,-12
0.010000000000000009,12,7,-11
0.09999999999999998,6,6,7
-0.15000000000000002,-9,-8,-13
0.04999999999999999,-6,-9,11
-0.02999999999999997,-6,-5,5
-0.019999999999999962,5,-3,4
0.010000000000000009,-2,6,-5
-0.11000000000000004,-5,5,-15
0.14,5,2,9
0.22999999999999998,10,7,17
0,7,2,6
0.06,3,-11,20
-0.019999999999999962,-10,-3,1
0.15999999999999998,12,2,21
-0.04999999999999999,-10,-1,-8
0.16999999999999998,-2,0,3
0.27,-9,9,12
0.030000000000000027,-14,-7,3
0,5,-2,17
0.02999999999999997,-10,1,-4
0.02999999999999997,-6,0,-1
0.04999999999999999,11,0,5
0.08000000000000002,9,8,3
0,-5,3,-11
0.06999999999999995,-14,-13,16
-0.08999999999999997,-19,-8,-8
-0.14,11,3,-7
-0.10999999999999999,-40,3,-50
0.07,-8,-6,5
0.06,10,-4,11
0.08000000000000002,9,2,17
0.21999999999999997,-3,-2,28
-0.25,-1,2,-24
-0.07,1,9,-13
-0.19,-20,4,-34
0.020000000000000018,-7,1,-2
-0.18000000000000005,3,-5,-7
-0.12,-6,2,-15
-0.06,-31,0,-31
-0.09000000000000002,10,-1,1
0.08000000000000002,-8,-6,8
-0.050000000000000044,2,1,4
-0.02999999999999997,4,1,6
-0.020000000000000018,-19,1,-17
0.09999999999999998,1,-8,18
-0.15999999999999998,-5,-2,-6
0.12999999999999995,6,4,8
0,12,7,3
-0.16000000000000003,-4,-6,-9
0.07,11,3,3
-0.15999999999999998,17,6,-11
0.13999999999999996,13,-4,34
-0.10000000000000003,-8,-2,-8
0.07,-4,4,2
0.09000000000000002,-9,4,6
0.03999999999999998,6,-4,5
-0.15000000000000002,-15,-8,-17
-0.10999999999999999,-16,-5,-17
0.16999999999999998,13,7,18
0.08000000000000002,7,1,19
-0.04999999999999999,5,-2,3
0.010000000000000009,6,4,6
0.020000000000000018,-5,-3,4
-0.02999999999999997,-12,-5,-3
-0.21000000000000008,-2,-5,-6
-0.06,-5,2,-10
0.10999999999999999,1,-3,14
-0.04999999999999999,-4,-4,-7
-0.040000000000000036,5,8,-15
-0.14,-4,0,-12
0.09000000000000002,11,2,7
-0.22000000000000003,1,8,-33
0.05999999999999994,2,5,-8
0.08000000000000002,0,-3,7
-0.030000000000000027,18,-8,25
-0.03999999999999998,7,6,-9
-0.020000000000000018,0,-7,-1
0.10999999999999999,-9,1,7
0.06,9,4,-4
0.08999999999999997,-7,1,-1
0.06,-14,-12,11
-0.030000000000000027,-11,-1,-3
0.010000000000000009,22,3,4
-0.040000000000000036,-6,-9,4
0.030000000000000027,-10,3,-4
-0.030000000000000027,-6,-3,-3
-0.08000000000000002,10,1,-10
0.06,8,-3,19
-0.06,-6,2,-14
-0.04999999999999999,0,-6,5
-0.06,-6,-3,-9
-0.10000000000000003,-1,5,-5
-0.08000000000000002,6,4,-1
-0.04999999999999999,-1,-1,-6
-0.020000000000000018,1,-9,15
0.010000000000000009,8,-2,2
0.12000000000000005,4,2,12
0.09999999999999998,-10,-9,13
0.02999999999999997,5,-3,9
0.12,4,-4,15
0.13000000000000006,-2,0,9
0.15999999999999998,-2,-6,13
-0.08000000000000002,16,3,-7
0.10000000000000003,13,1,13
-0.07,0,-7,-10
-0.10000000000000003,-6,-5,-9
0.08000000000000002,5,-3,22
-0.07,-7,-6,-14
-0.050000000000000044,-3,-5,-1
0.07,5,-2,12
-0.23999999999999994,-10,-1,-19
-0.15999999999999998,3,-1,-13
0.010000000000000009,10,7,9
-0.16999999999999998,-13,-7,-14
-0.10000000000000003,2,-1,-3
-0.030000000000000027,5,-5,4
-0.04999999999999999,-2,0,-10
-0.010000000000000009,-10,1,-11
0.17000000000000004,4,5,5
-0.030000000000000027,16,1,8
-0.07,5,4,-13
0.06,-6,-5,4
0.06,-6,-2,-1
-0.09000000000000002,9,3,-3
0.12000000000000005,8,-5,19
-0.06000000000000005,-10,-6,2
0,0,2,3
-0.06,0,-1,2
0.06999999999999995,0,-5,6
-0.040000000000000036,-11,-2,-5
-0.10999999999999999,-12,-1,-16
-0.08000000000000002,-18,2,-25
-0.06000000000000005,-2,-3,-11
0.010000000000000009,-28,-7,-4
-0.12,-12,-9,-5
0,-5,3,-14
-0.040000000000000036,5,-2,5
0.13,24,2,23
-0.019999999999999962,-9,3,-14
0.08000000000000002,13,9,5
0.019999999999999962,-9,-6,7
0.030000000000000027,-4,-8,14
0.03999999999999998,1,-4,7
0.09000000000000002,14,-4,22
0.14,6,2,10
-0.08000000000000002,-18,-4,-10
-0.14,-8,1,-14
0.12000000000000005,-22,-3,-2
0.040000000000000036,-22,-7,-8
0.15000000000000002,11,-2,20
-0.22999999999999998,-13,5,-42
-0.030000000000000027,-1,8,-16
0.14,-1,2,6
0.04999999999999999,5,2,8
0.06,1,1,9
0.14,4,1,18
-0.03999999999999998,8,-6,11
-0.08000000000000002,0,8,-14
-0.040000000000000036,-10,3,-12
-0.020000000000000018,8,4,5
-0.03999999999999998,0,0,-13
0.010000000000000009,-2,-1,11
0.010000000000000009,-2,6,-6
-0.08999999999999997,-8,-6,3
0.13999999999999996,15,9,12
0.010000000000000009,-8,-4,3
-0.13999999999999996,7,-4,10
0.06999999999999995,1,-5,11
0.010000000000000009,1,-1,9
0.07,10,-5,27
-0.08000000000000007,-10,5,-21
-0.010000000000000009,5,1,-11
0.12,2,-7,15
-0.050000000000000044,-4,4,-9
0.02999999999999997,5,0,7
-0.14000000000000007,-13,3,-24
0.13000000000000006,14,2,22
-0.02999999999999997,-2,2,-6
-0.07,-1,1,-9
-0.21999999999999997,-2,-1,-12
-0.04999999999999999,13,2,4
0.10999999999999999,-14,-1,6
0.08000000000000002,1,1,13
0.02999999999999997,13,2,6
0.09000000000000002,-11,-5,11
0.07,0,-6,29
-0.06,0,-2,5
-0.16999999999999998,-2,-8,-6
-0.14999999999999997,-8,-8,-1
-0.07,-6,-7,-1
0.07999999999999996,0,5,8
0.050000000000000044,6,9,-10
-0.08000000000000002,0,2,-3
0.14,8,-2,23
0,13,10,-8
-0.06,-5,-4,1
-0.030000000000000027,-4,3,-11
0.10000000000000003,-6,-5,17
-0.06,-5,-2,-15
-0.08999999999999997,-3,1,1
0.09999999999999998,-4,4,-5
-0.08000000000000002,-1,-2,-11
-0.030000000000000027,1,-5,6
0.08999999999999997,-5,-2,8
0,13,3,13
-0.020000000000000018,-3,0,-10
-0.13,8,-1,-11
-0.03999999999999998,-10,-5,-1
0.13000000000000006,5,2,9
-0.10000000000000003,0,1,-15
0.20999999999999996,13,2,32
-0.12000000000000005,-2,0,-10
0.06999999999999995,-8,5,-1
0.030000000000000027,-3,-1,1
0.03999999999999998,9,1,3
-0.14,-6,0,-10
-0.040000000000000036,6,3,-7
0.03999999999999998,12,-4,23
0.030000000000000027,5,-2,16
0.04999999999999999,6,-10,28
-0.09999999999999998,-12,-3,-13
0.12000000000000005,-12,-5,1
-0.04999999999999999,-11,-1,-5
-0.019999999999999962,8,2,9
0.19999999999999996,9,0,14
0.08000000000000002,17,-2,32
-0.15000000000000002,0,-5,-13
-0.040000000000000036,11,9,-2
0.07,3,-9,15
0.020000000000000018,7,10,-9
0.020000000000000018,11,5,-4
-0.06,0,6,-18
-0.07999999999999996,8,0,9
0.15999999999999998,5,1,16
0,-6,2,-3
0.23000000000000004,0,-5,19
-0.040000000000000036,0,2,2
0.13000000000000006,-3,0,16
0,-9,1,-11
-0.020000000000000018,8,5,-4
-0.04999999999999999,-14,-12,4
0.08999999999999997,-5,-2,5
-0.08000000000000002,-5,1,-2
-0.17000000000000004,-4,-9,-5
-0.06,2,-3,-3
-0.020000000000000018,20,5,1
0.07,5,-2,2
-0.030000000000000027,10,-6,14
-0.050000000000000044,-8,-4,-13
-0.030000000000000027,10,-1,9
0.14,-5,5,6
0.10999999999999999,-3,1,5
-0.13000000000000006,-2,-7,2
-0.02999999999999997,5,8,-15
0.06000000000000005,14,-3,14
0,6,-5,16
-0.010000000000000009,-22,-6,-5
-0.040000000000000036,-3,7,-13
0,4,-5,9
-0.07,6,3,-6
-0.14999999999999997,7,-6,2
-0.17000000000000004,-10,-2,-19
-0.04999999999999999,5,-3,-1
0.04999999999999999,-6,-4,13
-0.12000000000000005,-11,0,-16
0.010000000000000009,6,3,-14
0.19,3,-4,27
-0.05999999999999994,-11,-2,-16
-0.15999999999999998,15,1,-10
0.04999999999999999,10,-2,14
0.12,2,1,6
0.15000000000000002,1,6,-2
-0.15000000000000002,-2,3,-18
-0.020000000000000018,-7,-1,-6
0.08999999999999997,4,3,10
-0.019999999999999962,2,4,-11
-0.020000000000000018,-2,-4,-4
-0.06,8,2,-9
0.08000000000000002,4,1,15
0.07,12,-2,13
0.03999999999999998,-1,0,8
0.10999999999999999,5,0,11
0.08000000000000002,6,-1,12
-0.06,-16,-5,-9
0.07,-8,2,4
-0.18999999999999997,-7,-5,-15
-0.08000000000000002,-5,-1,-15
-0.10999999999999999,-8,10,-21
-0.12,-3,2,-11
0.15999999999999998,21,8,15
0.03999999999999998,-7,-1,2
-0.12999999999999995,-3,-4,-5
0.11000000000000004,-1,-4,21
0,-7,-3,9
-0.010000000000000009,0,1,9
0,-12,-3,-6
0,-5,-10,13
0.020000000000000018,10,-2,10
-0.030000000000000027,-7,4,-7
0.12,18,10,15
0.13,-9,-9,21
-0.030000000000000027,1,5,2
0.14999999999999997,-6,-7,23
0.10000000000000003,13,-4,32
-0.040000000000000036,6,-9,12
0.020000000000000018,-1,-3,8
-0.010000000000000009,-14,-2,-6
0.050000000000000044,-11,-3,-6
0.030000000000000027,1,-4,8
0.17999999999999994,3,2,8
0.03999999999999998,-13,-3,6
0.07,0,-4,20
-0.040000000000000036,-3,1,-4
-0.009999999999999953,1,-1,3
0.04999999999999999,15,-16,34
-0.2,-4,-4,-14
0.030000000000000027,4,0,8
-0.16000000000000003,1,6,-24
0.020000000000000018,0,8,-7
0.08000000000000007,4,-10,22
0.11000000000000004,2,-4,15
-0.04999999999999999,-11,-1,-14
-0.010000000000000009,9,2,-1
0.09000000000000002,-9,-1,7
0.03999999999999998,8,2,17
0.08000000000000002,-8,-5,12
0.12,-6,-3,11
0.17000000000000004,24,7,13
0.020000000000000018,-15,7,-5
0.12999999999999995,0,-3,15
0.16999999999999998,-2,-4,23
-0.02999999999999997,-4,2,-15
-0.21000000000000002,-11,-2,-21
-0.10000000000000003,5,-14,15
-0.02999999999999997,-1,-1,-5
-0.11000000000000004,-15,3,-25
0.04999999999999993,3,2,7
0.12000000000000005,-13,-4,14
-0.050000000000000044,-3,6,-15
0.04999999999999999,-1,4,5
-0.08000000000000002,16,2,12
-0.020000000000000018,1,-3,-8
0.06,-8,-1,2
-0.13,-8,-3,-12
-0.030000000000000027,-2,3,-1
0.08999999999999997,-11,-5,2
0.020000000000000018,-7,-8,13
0.06,-3,-2,3
0.09000000000000002,-4,-4,11
-0.08000000000000002,-4,-7,-3
0.09000000000000002,-1,-9,11
0.04999999999999999,6,-1,19
-0.020000000000000018,-2,5,-8
-0.06,9,1,-3
0.13,10,4,20
-0.08999999999999997,-5,-5,-5
0.14999999999999997,11,4,21
0.25,7,-8,34
0.09999999999999998,1,-4,21
0.27999999999999997,19,6,27
0.16000000000000003,12,-1,29
0.050000000000000044,3,2,-1
0,6,-2,7
0.020000000000000018,-3,-2,10
0.06,4,-1,6
-0.020000000000000018,-7,2,-1
-0.020000000000000018,4,-8,12
-0.09000000000000002,5,3,-17
0.16000000000000003,17,2,27
0.06,-18,0,-10
0.010000000000000009,-6,0,1
-0.10000000000000003,-3,-12,12
0.13,12,8,15
-0.08000000000000002,2,-3,4
0.030000000000000027,-2,6,-11
-0.14000000000000007,1,-6,-2
0.21000000000000002,-4,-5,24
0.010000000000000009,-6,-4,-3
-0.10999999999999999,3,4,-12
0.020000000000000018,-6,2,-8
0.07,25,6,10
0.07,13,0,10
0.07,8,-4,17
0.07999999999999996,-2,6,1
0.08000000000000002,6,-1,15
0.07,-6,-3,3
-0.2,-2,-6,-7
0.02999999999999997,-7,-4,12
0.030000000000000027,-6,-2,-5
0.019999999999999962,-14,-9,3
0.06,-5,4,-4
0.07999999999999996,5,2,9
-0.12999999999999995,-12,0,-9
0.010000000000000009,10,0,14
0.08999999999999997,5,-2,13
0.08000000000000002,-11,6,2
0.12,8,7,16
0.009999999999999953,6,-2,8
0,2,-2,5
0.19999999999999996,21,-4,36
0.04999999999999999,4,-3,11
0.019999999999999962,-5,-6,3
0.07,13,-4,11
0.030000000000000027,-8,1,-7
-0.06,-3,5,-10
0.13999999999999996,10,6,15
0.04999999999999999,10,5,9
-0.03999999999999998,-1,3,-9
-0.06,-1,-3,-3
0.2,19,-4,34
0.050000000000000044,11,8,9
-0.13,-10,-1,-14
-0.08000000000000002,6,-1,-9
-0.07,-3,-3,-8
-0.19999999999999996,-7,-3,-17
-0.020000000000000018,-13,6,-5
0.10999999999999999,8,1,14
-0.030000000000000027,-1,-4,11
0.08000000000000002,7,-5,17
0.11000000000000004,2,-3,10
0.08000000000000007,-11,-2,-4
0.35,16,8,29
-0.10999999999999999,3,5,-18
0.08000000000000002,-11,-4,-4
-0.08000000000000002,-2,0,-9
0.09000000000000002,0,-1,16
0.15000000000000002,16,5,19
-0.15999999999999998,-10,-5,-13
-0.03999999999999998,2,-6,8
0.010000000000000009,-1,-6,5
-0.11000000000000004,2,1,-10
0.06,-1,-7,10
0.09999999999999998,2,-1,9
-0.2,3,-3,-16
0.15000000000000002,10,-3,26
0.03999999999999998,8,-2,25
-0.09999999999999998,-7,-12,-4
0.15999999999999998,15,6,18
0.07,-2,0,13
0.06,-1,2,6
-0.16000000000000003,0,2,-9
0.18,10,-2,25
0.02999999999999997,2,-6,11
0.08999999999999997,-4,3,-3
0,0,0,-1
-0.010000000000000009,1,-7,7
0.040000000000000036,7,6,-2
0.08000000000000002,8,5,14
-0.09999999999999998,1,-8,8
0.16000000000000003,-5,-3,29
-0.10000000000000003,13,2,-7
0.010000000000000009,-5,-6,4
0.06,-2,4,2
0.08000000000000002,18,12,17
0,3,-3,6
0.040000000000000036,3,3,2
0.18,1,1,19
-0.07999999999999996,1,-2,-5
-0.04999999999999999,-6,-10,10
0.09999999999999998,6,-2,8
0.14,-1,4,10
0.07,-3,-1,16
0.020000000000000018,3,-1,6
0.14,9,-5,15
-0.30000000000000004,-9,-4,-31
-0.12000000000000002,14,7,-15
0.07,10,-3,21
0.04999999999999999,-9,2,-3
-0.07,-17,-4,-5
-0.08000000000000002,-18,1,-12
0.08999999999999997,8,13,-8
-0.04999999999999999,10,6,-10
-0.22999999999999998,8,-6,-8
-0.18,-15,1,-31
0.16999999999999998,10,5,11
-0.10999999999999999,1,-3,-11
0.040000000000000036,-6,6,-7
-0.19,4,1,-11
-0.07,0,-4,13
0.040000000000000036,4,-3,15
-0.010000000000000009,-2,1,2
0.06000000000000005,-11,4,-7
-0.030000000000000027,2,0,-4
0.14,26,5,26
0.11000000000000004,-9,-3,11
-0.11000000000000004,-17,-6,-7
-0.04999999999999999,-15,-2,-5
0.019999999999999962,4,-2,10
0.09000000000000002,19,-1,25
0.07999999999999996,5,1,7
0.02999999999999997,-6,-3,3
0,3,-4,-2
0.04999999999999999,8,2,10
-0.02999999999999997,-3,4,-15
0.07999999999999996,-1,2,14
-0.009999999999999953,10,3,-4
-0.03999999999999998,-2,9,-17
-0.009999999999999953,17,6,-12
0.020000000000000018,6,-1,7
0.14,3,-4,14
0.050000000000000044,-8,-4,2
-0.04999999999999999,0,0,-8
0.09000000000000002,16,-5,26
-0.07,-8,10,-24
-0.09000000000000002,-19,-1,-10
-0.09999999999999998,4,0,1
0.19999999999999996,16,2,23
0.020000000000000018,-2,-7,9
-0.010000000000000009,-7,3,-9
0.07,15,6,14
-0.13999999999999996,-21,-4,-26
0,5,3,-5
0.16000000000000003,11,2,17
0.06,7,0,10
-0.019999999999999962,11,8,4
0,0,-4,7
-0.040000000000000036,1,1,-6
-0.04999999999999999,6,-2,10
0.19,5,-5,32
-0.020000000000000018,-2,-1,6
0.25999999999999995,9,2,28
-0.019999999999999962,0,2,-5
0.020000000000000018,0,-3,11
0.07,-6,-3,12
0.09000000000000002,-11,2,-7
-0.04999999999999999,-15,-9,3
0.22999999999999998,12,1,29
0.03999999999999998,12,10,-1
-0.04999999999999999,9,0,-4
-0.050000000000000044,-5,-3,-4
0.16999999999999998,17,5,15
0.050000000000000044,2,-1,10
-0.010000000000000009,-7,1,-11
-0.14999999999999997,15,7,-14
0.06,6,2,7
-0.06,-15,-5,-4
-0.08000000000000002,7,2,-3
0.010000000000000009,-4,-4,5
0.10000000000000003,-2,-4,17
0.14999999999999997,-1,-2,11
-0.040000000000000036,1,2,-6
0.10999999999999999,10,7,4
-0.03999999999999998,-2,2,-5
0,-4,6,-9
0.12,11,-3,38
0.04999999999999999,-4,0,10
-0.10999999999999999,9,-3,-6
-0.030000000000000027,-4,-5,7
-0.050000000000000044,4,4,-4
0.010000000000000009,6,3,1
0.010000000000000009,0,-3,1
0.15000000000000002,7,1,22
-0.040000000000000036,0,-3,2
-0.07,-8,-7,7
0.050000000000000044,7,7,6
-0.12000000000000005,0,4,-15
0.08000000000000002,8,0,15
-0.07,11,-1,6
0.07,7,1,5
-0.010000000000000009,4,2,-4
-0.10000000000000003,-19,-2,-14
-0.09000000000000002,-4,-9,8
0.03999999999999998,-9,-6,7
0.040000000000000036,-4,-6,8
0.10000000000000003,3,-1,11
0.10000000000000003,3,7,6
-0.23999999999999994,-9,-8,-2
0.09000000000000002,8,-4,14
0.12,3,0,13
0.030000000000000027,-2,-4,7
-0.09000000000000002,-9,-3,-14
0.13,12,11,14
0.010000000000000009,1,0,3
0.06999999999999995,-5,-6,16
-0.07,-13,-4,-8
0.09000000000000002,-5,-1,-3
-0.02999999999999997,3,-9,20
-0.010000000000000009,11,5,-2
-0.02999999999999997,7,-1,1
0.12000000000000005,7,6,1
0.10999999999999999,18,3,16
0.07,3,6,13
0.040000000000000036,2,3,-5
0.020000000000000018,2,0,-3
-0.17000000000000004,-1,-3,-5
0.17999999999999994,13,-1,24
0.07,6,3,12
0.019999999999999962,1,6,-8
0.10000000000000003,11,-12,27
-0.019999999999999962,-11,-2,6
0.07,13,7,15
0.02999999999999997,0,-6,11
0.04999999999999999,-1,5,-2
-0.14,1,-4,-11
0.009999999999999953,-14,-1,-4
0.020000000000000018,-7,0,-4
0.13999999999999996,16,6,15
0.04999999999999999,-2,-4,14
0.040000000000000036,1,0,8
-0.06,-5,4,-15
-0.04999999999999999,-14,-4,-11
-0.040000000000000036,12,5,1
0,-7,-1,8
-0.08000000000000002,-17,-2,-15
0.17000000000000004,3,-1,21
-0.020000000000000018,1,7,-16
-0.010000000000000009,1,2,-6
-0.04999999999999999,-17,-9,-1
-0.08000000000000002,-2,0,-2
-0.030000000000000027,-19,-1,-10
-0.04999999999999999,-8,-3,-5
0.07999999999999996,12,5,11
0.07,16,6,12
0.18,16,9,13
0.03999999999999998,9,-5,14
0.15000000000000002,0,7,16
0.020000000000000018,1,-6,11
0.040000000000000036,5,8,-11
0.04999999999999999,0,1,12
-0.06,-4,-3,-9
0.02999999999999997,4,7,-3
-0.08000000000000002,-8,-1,-11
0.03999999999999998,-5,0,3
0.08999999999999997,5,-1,12
-0.21000000000000002,-15,-1,-25
0.06,-2,-9,10
-0.020000000000000018,8,-7,14
-0.010000000000000009,0,-7,10
0.10999999999999999,2,1,4
-0.04999999999999999,4,-2,4
0.16000000000000003,-1,1,14
0.030000000000000027,-8,-2,-3
-0.04999999999999999,-6,0,-3
0.030000000000000027,9,-5,14
-0.06,11,1,-10
0.13,6,-7,33
0.07000000000000006,13,5,15
0.09000000000000002,10,1,13
0.09000000000000002,8,-2,14
0.13,3,0,10
0.16000000000000003,6,6,10
0.19999999999999996,8,3,22
0.22000000000000003,21,3,29
-0.24999999999999994,2,3,-16
0.06,9,6,8
-0.16000000000000003,-10,-5,-10
0.15000000000000002,15,0,27
0.010000000000000009,-11,-5,10
-0.010000000000000009,17,1,19
0.07,-14,-5,7
-0.019999999999999962,-12,2,-21
0.10000000000000003,6,2,4
0.010000000000000009,3,7,2
0.030000000000000027,2,-6,8
-0.22000000000000003,-8,0,-26
