fg_pct_diff,rebs_diff,TO_diff,score_diff
0.19999999999999996,17,-3,26
0.19000000000000006,23,-2,42
0.030000000000000027,14,4,8
0.010000000000000009,5,-5,5
0.08000000000000002,13,6,2
0.12,7,-4,19
0.08000000000000002,5,-3,11
-0.02999999999999997,0,-2,5
0,4,-8,18
0.15999999999999998,10,-9,36
0.030000000000000027,11,-6,13
-0.050000000000000044,3,-13,22
0,-1,0,1
-0.10999999999999993,-8,-7,-7
0.17000000000000004,10,6,19
0.10000000000000003,2,-6,25
0.10999999999999999,1,-10,23
-0.010000000000000009,8,1,-1
0.16999999999999998,13,-2,32
-0.06,-1,-4,6
0.10000000000000003,-1,4,13
0.11999999999999994,8,0,19
-0.04999999999999999,-3,2,-9
-0.06,0,2,-13
-0.12000000000000005,-5,1,-18
0.040000000000000036,0,-7,11
0.07,-3,-6,13
0.14999999999999997,4,3,12
0.18,18,-6,35
0.15999999999999998,-3,5,10
-0.019999999999999962,-8,-3,4
-0.040000000000000036,3,5,-6
0.12,10,10,6
0.06,-2,-1,11
-0.030000000000000027,8,-4,6
0.17000000000000004,5,6,10
0.06999999999999995,1,-7,8
0.24,6,-4,27
-0.08000000000000002,0,-7,-6
0.16000000000000003,14,-2,20
-0.06999999999999995,-6,0,-6
0.02999999999999997,-9,-3,6
0.10000000000000003,-10,-5,13
0.10000000000000003,6,3,10
-0.06,-8,-3,-3
0.10999999999999999,-7,-14,24
0.22999999999999998,0,-7,27
0.030000000000000027,19,-1,12
-0.13000000000000006,-17,-5,-11
-0.03999999999999998,9,-11,14
0.010000000000000009,12,-5,12
-0.13,-1,-4,-8
0.19,29,-2,38
-0.18000000000000005,-22,-17,-11
0,-7,-2,5
-0.040000000000000036,-10,-3,-5
-0.18,-11,6,-33
0.16000000000000003,8,4,17
0.06,-7,-9,13
0.23000000000000004,22,2,39
0.08000000000000007,-2,8,-9
0.15999999999999998,19,-4,41
0.08000000000000002,1,6,-3
-0.11999999999999994,-8,-13,3
0.07999999999999996,15,-2,23
0.3,13,7,24
0.10999999999999999,21,3,13
0.15999999999999998,1,4,9
0.12,17,-3,20
0.030000000000000027,-8,-7,7
0.019999999999999962,-2,-5,10
0.10000000000000003,17,-4,31
0,0,-5,1
0.31999999999999995,37,14,35
0.04999999999999993,16,14,-9
0.09999999999999998,-11,-1,3
-0.10000000000000003,1,1,1
0.15999999999999998,2,-2,22
-0.14999999999999997,0,0,-10
-0.17000000000000004,-4,2,-22
-0.009999999999999953,23,10,-1
0.08999999999999997,7,-8,20
0.19999999999999996,5,3,13
0.06,25,8,9
-0.02999999999999997,-5,-2,1
0.07999999999999996,-14,-6,18
0.08000000000000002,-5,-7,21
0.11000000000000004,8,3,12
0.14,7,-5,25
0.25999999999999995,8,-3,34
0.019999999999999962,0,-4,9
0.14,11,-2,20
-0.03999999999999998,13,4,8
-0.019999999999999962,3,-4,7
-0.07,12,6,-6
0.14,15,14,6
0.15000000000000008,20,2,30
0.19,12,-3,33
-0.04999999999999999,9,0,-1
0.04999999999999999,11,3,21
-0.16000000000000003,-1,7,-28
0.11000000000000004,4,5,3
0,4,-3,5
-0.07999999999999996,-14,0,-19
0.10999999999999999,-2,0,12
0.21000000000000002,3,2,27
0.07999999999999996,7,-3,18
0.15000000000000002,26,3,21
0.11999999999999994,14,-2,26
-0.12,-8,-1,-12
-0.010000000000000009,7,-1,15
-0.09000000000000008,-14,-5,-4
0.019999999999999962,9,-2,14
0.21999999999999997,-6,0,17
-0.07,0,0,-8
-0.07,-12,0,-16
-0.10000000000000003,-10,5,-15
-0.030000000000000027,-12,-5,8
-0.09999999999999998,11,3,2
0.03999999999999998,8,-8,27
0,1,-1,5
0.040000000000000036,4,-2,10
0.14,12,0,25
-0.14,-5,-4,-16
0.020000000000000018,5,-1,14
0.12,8,4,14
-0.04999999999999999,-21,3,-16
-0.010000000000000009,7,1,10
0,-9,-9,7
0.17999999999999994,14,-4,25
0.2,31,4,33
-0.06,-22,-7,-12
0.08000000000000002,-11,-4,12
0.19000000000000006,7,0,18
0.18,6,-4,30
0.09999999999999998,26,5,17
0.17000000000000004,-1,3,13
-0.020000000000000018,6,-2,5
0.10999999999999999,19,5,8
0.10999999999999999,19,-1,22
0.02999999999999997,7,1,8
0.2,5,4,26
0.08999999999999997,-7,-2,8
0.02999999999999997,4,5,3
0.10999999999999999,-4,1,10
0,10,1,11
0.10999999999999999,14,2,21
0.06999999999999995,3,4,5
0.06,-17,-10,9
0.010000000000000009,-5,-5,15
-0.07,4,-4,3
0.010000000000000009,9,-4,21
0.17000000000000004,10,0,15
-0.009999999999999953,7,0,7
0.030000000000000027,9,-9,24
-0.02999999999999997,-5,-7,2
0.21999999999999997,31,-3,46
0.10000000000000003,-6,1,5
0.17000000000000004,10,6,16
-0.009999999999999953,20,8,12
-0.09000000000000002,9,-1,2
0.06000000000000005,5,3,3
0.14999999999999997,10,-5,29
0.02999999999999997,10,5,4
0.07,6,-5,18
0.07,8,2,16
0.020000000000000018,-8,-7,6
0.02999999999999997,5,-4,8
0.07,14,2,14
0.030000000000000027,10,-3,15
-0.010000000000000009,-1,-4,2
-0.04999999999999999,3,-13,2
0.03999999999999998,-9,0,-5
0.19,12,-3,35
0.25000000000000006,12,-3,35
0.13999999999999996,14,0,18
0.25999999999999995,21,-1,41
0.09999999999999998,12,3,11
-0.009999999999999953,-18,2,-16
-0.06999999999999995,14,10,-6
0.020000000000000018,10,0,11
-0.03999999999999998,11,6,-12
-0.08999999999999997,-15,-7,-13
-0.040000000000000036,2,-6,18
0.010000000000000009,-2,-4,9
0.10000000000000003,16,-5,25
-0.020000000000000018,3,3,4
0.11000000000000004,6,-8,25
0.08000000000000002,-11,-10,12
-0.020000000000000018,-17,-7,1
0.04999999999999999,9,4,3
0.040000000000000036,10,4,10
-0.040000000000000036,4,-6,5
0.09000000000000002,11,7,4
-0.009999999999999953,-13,-4,-6
0.020000000000000018,7,-5,3
-0.020000000000000018,11,-2,11
0.08000000000000002,-8,-3,7
0.08000000000000002,8,1,16
0.009999999999999953,11,-11,23
0.24,24,-1,45
0.12,-5,1,6
0.21999999999999997,-1,-14,45
0.14,1,-7,16
0.07999999999999996,6,0,20
-0.06,11,-1,7
-0.08000000000000002,-6,-1,-11
-0.11000000000000004,3,12,-19
0.16000000000000003,31,-7,28
0.050000000000000044,7,6,7
-0.06,-6,4,-6
-0.07,-7,0,-8
0.030000000000000027,0,8,-8
-0.08999999999999997,-7,-6,-5
-0.019999999999999962,0,3,-3
-0.019999999999999962,-6,-3,-3
0.26,15,1,39
0.12,8,5,14
0.009999999999999953,9,3,18
0.14,8,3,12
-0.030000000000000027,-10,-6,4
0.08999999999999997,12,-4,26
0.09000000000000002,13,2,22
-0.08000000000000002,-4,-3,-10
-0.09999999999999998,2,-4,-12
0.19,6,1,16
0.020000000000000018,3,0,3
0.11999999999999994,12,-6,21
0.17999999999999997,8,2,22
0,12,1,8
0.36,11,4,28
0.12,19,1,25
0.030000000000000027,1,4,3
-0.08999999999999997,-2,-2,-9
0.06,0,4,-5
0.03999999999999998,4,-7,12
-0.02999999999999997,11,5,1
-0.25,-1,-5,-19
0.040000000000000036,3,1,12
0.07999999999999996,16,-3,20
0.13,1,-3,16
0.07,8,2,11
0.15000000000000002,5,4,11
0.19,2,-10,28
0.16999999999999998,11,6,11
-0.02999999999999997,-11,1,-9
-0.12,-4,-6,4
0.12,-8,0,8
0.010000000000000009,1,-1,-3
0.18000000000000005,-1,-2,15
0.14,8,0,18
0.20999999999999996,12,9,24
-0.19000000000000006,-6,-2,-20
0.09000000000000002,-18,1,1
0.030000000000000027,12,1,14
0.18,11,-5,37
-0.019999999999999962,14,-3,10
0.03999999999999998,11,-3,12
0.010000000000000009,9,-12,19
0.07999999999999996,1,4,9
-0.16999999999999998,1,0,-15
0.04999999999999999,10,3,12
-0.06,4,-4,13
0.09000000000000002,9,1,7
-0.010000000000000009,-5,-4,6
0.07,11,8,13
0.10999999999999999,3,-20,49
-0.07999999999999996,17,3,5
0.010000000000000009,-4,-3,6
0.15999999999999998,12,-1,27
0.04999999999999999,3,-1,10
-0.07000000000000006,4,-3,2
0.17000000000000004,-1,-1,13
-0.06,7,2,-1
0.14999999999999997,3,6,13
-0.16000000000000003,-8,0,-17
0.04999999999999999,7,-4,11
0.30000000000000004,19,4,25
0.15000000000000002,6,5,14
-0.10999999999999999,-3,-7,1
0.08000000000000002,3,-2,10
0.07999999999999996,-6,-5,6
0.15999999999999998,-5,-4,14
-0.040000000000000036,6,0,1
0.050000000000000044,21,-2,27
0.010000000000000009,10,4,1
0.11000000000000004,5,5,5
-0.010000000000000009,0,-9,6
0.020000000000000018,7,-3,6
0.23000000000000004,6,-5,30
-0.16999999999999998,-18,-9,-18
0.09999999999999998,9,6,15
0.010000000000000009,15,0,6
0.10999999999999999,-1,0,12
0.06,0,-2,2
0.030000000000000027,18,-5,10
0.06,-3,2,2
0.11999999999999994,10,0,17
0.21000000000000002,11,2,25
0.06,4,-2,13
-0.06000000000000005,-11,-3,-3
0,-2,-4,2
0.26000000000000006,20,6,28
0.010000000000000009,9,-4,8
0.06,12,2,6
0.010000000000000009,6,3,6
0.14,-1,-7,22
0.040000000000000036,6,-9,19
0.12999999999999995,2,-4,17
0.10000000000000003,9,8,1
-0.020000000000000018,12,4,3
0.08000000000000002,19,-10,39
0.19,-2,2,13
-0.010000000000000009,-12,-2,-5
0.15000000000000002,15,-1,26
0.019999999999999907,4,-6,14
-0.030000000000000027,-13,-8,6
0.13999999999999996,3,2,4
-0.010000000000000009,-3,0,2
0.040000000000000036,6,-5,9
0.19000000000000006,17,0,34
0.03999999999999998,-4,-3,6
0.07,1,5,-2
-0.06,9,2,3
0.08999999999999997,5,5,1
0.12,0,-3,20
0.06,13,-5,24
0.10000000000000003,2,-1,8
0.019999999999999962,18,4,8
0.15000000000000002,6,10,1
0.08999999999999997,2,3,17
0.13999999999999996,27,9,24
-0.030000000000000027,-6,-6,3
0.030000000000000027,14,-3,11
0.02999999999999997,1,-5,14
-0.030000000000000027,-4,-13,7
-0.08000000000000002,2,-1,4
0.16999999999999998,2,-2,25
0.07,3,-5,6
0.06,3,-2,8
0.18,12,7,18
0.040000000000000036,3,3,2
0.14999999999999997,23,4,35
-0.030000000000000027,7,5,-4
0.23000000000000004,23,3,37
0.08000000000000002,13,3,4
0.06999999999999995,-4,-1,3
0.27,22,-14,53
0,11,-1,12
0.17000000000000004,-7,-5,10
-0.020000000000000018,-7,-7,-4
-0.2,-8,-3,-25
-0.08000000000000002,5,0,-6
-0.09000000000000002,24,5,-3
0.06000000000000005,3,3,1
0.03999999999999998,10,-4,15
-0.12999999999999995,6,0,5
-0.21000000000000002,-6,-7,-6
0.020000000000000018,10,0,8
0.040000000000000036,5,-1,11
-0.06,-1,2,-14
-0.08000000000000002,-7,-13,5
-0.020000000000000018,15,1,1
0.22000000000000003,3,5,4
-0.22999999999999993,2,5,-39
0.11000000000000004,9,-2,26
0.14,16,1,29
-0.04999999999999999,-8,-7,4
0.06,7,4,6
0.13999999999999996,3,5,10
-0.03999999999999998,10,-3,-4
0.08000000000000002,7,-1,19
0.09000000000000002,3,-8,19
0.15000000000000002,18,-5,20
0.050000000000000044,-1,6,-8
0.24000000000000005,27,-6,44
0.03999999999999998,-10,-2,5
0.07,1,-4,11
0.17000000000000004,18,-2,24
0.06,-12,-5,4
0.040000000000000036,13,2,11
0.07,17,-1,23
-0.11000000000000004,-12,-5,-11
0.07,20,8,10
0.06999999999999995,13,0,10
0.08999999999999997,0,5,5
0.24999999999999994,28,6,33
0.18000000000000005,-7,-10,32
0.06,11,2,10
-0.09000000000000008,-6,-6,-12
0.02999999999999997,0,-1,6
0.19999999999999996,6,-1,24
0.040000000000000036,4,-1,9
-0.020000000000000018,-4,4,-2
0,-23,-4,-2
0.16000000000000003,6,6,10
0.07,2,1,2
-0.06,-5,-2,-4
0.04999999999999999,18,-1,13
-0.12,-13,-4,-13
0.13,-7,-7,15
0.04999999999999999,-16,0,4
0.15000000000000008,-5,1,9
0.13,15,-4,26
0.21000000000000002,21,6,26
0.15999999999999998,5,1,18
-0.02999999999999997,-10,-1,-6
0.15999999999999998,6,-4,22
0.14,8,-5,30
0,-3,-7,15
0.22000000000000003,8,4,28
0.04999999999999999,7,-2,16
-0.02999999999999997,7,-8,3
-0.009999999999999953,-9,-1,-1
0.050000000000000044,10,4,7
0.09000000000000002,-17,-1,5
0.040000000000000036,11,-4,18
0.10000000000000003,7,5,11
0.18,11,3,14
0.12,-2,-2,21
0.18,1,0,10
0.18000000000000005,10,5,16
0.07999999999999996,0,-4,19
0.06,1,-4,8
0.06,9,-9,24
0.08000000000000002,-3,4,8
0,-1,6,3
0.24,2,5,16
0.28,14,-1,35
-0.010000000000000009,-5,-7,9
0.15000000000000002,8,-2,19
0.040000000000000036,7,1,7
-0.030000000000000027,-10,-11,2
0.09000000000000002,1,5,10
-0.08000000000000002,-15,-16,2
0.25999999999999995,5,4,23
0.07,19,6,9
-0.030000000000000027,-7,-10,20
-0.22999999999999993,-13,-2,-21
-0.10999999999999999,5,6,-20
-0.030000000000000027,2,-4,3
0.07999999999999996,6,-1,12
-0.07,1,0,-13
0.14999999999999997,-6,-11,23
0.12,11,0,16
0.22000000000000003,16,-5,44
0.21000000000000002,24,-4,52
0.10000000000000003,-2,-1,8
0,7,-2,11
0.10999999999999999,0,3,11
0.09000000000000002,-4,-8,17
0,-1,5,-7
0.10999999999999999,4,4,13
0.15000000000000002,1,4,11
0.02999999999999997,0,-1,11
0.03999999999999998,7,-3,15
0,3,12,-12
0.06,4,-3,11
-0.020000000000000018,-4,-9,3
0.09999999999999998,18,-7,33
-0.07,13,-14,28
0.12,8,-10,26
-0.06,-8,-1,3
0.16999999999999993,-2,-1,16
0.06999999999999995,-2,1,6
0.13999999999999996,5,2,19
0.040000000000000036,1,-7,18
0.020000000000000018,-5,4,4
0.04999999999999999,11,4,11
-0.010000000000000009,11,-2,2
-0.04999999999999999,-13,-16,8
0,5,1,7
0.04999999999999999,6,4,5
-0.030000000000000027,14,3,5
0.03999999999999998,24,4,10
0.13,-5,-3,10
0.15000000000000002,15,8,10
0.36,17,-2,55
0.16000000000000003,18,0,31
-0.02999999999999997,-12,-8,2
-0.10999999999999999,6,-5,10
0.010000000000000009,8,-7,14
-0.09000000000000002,-2,-9,8
0.15000000000000002,6,11,13
0.04999999999999999,8,2,3
0.13,-11,0,4
-0.009999999999999953,4,-8,12
-0.010000000000000009,-9,-3,1
0.03999999999999998,6,-4,19
0.10000000000000003,0,8,3
0.04999999999999999,-20,-17,14
0.04999999999999999,-5,-5,8
0.08000000000000002,16,0,19
0.040000000000000036,7,0,10
-0.040000000000000036,5,-13,24
0.09000000000000002,-11,2,4
0.11000000000000004,12,6,1
0.06,11,-6,21
0.13999999999999996,21,-2,38
0.06,5,-3,22
0.35000000000000003,-8,-8,37
-0.02999999999999997,10,-1,4
-0.07,-2,-9,1
0.17000000000000004,10,8,16
0.07,3,0,3
0.12000000000000005,16,0,20
0.06,9,3,12
0.07999999999999996,-7,0,1
0.02999999999999997,-1,-12,20
0.12,19,0,21
0.07,25,9,9
0.04999999999999999,17,8,3
0.02999999999999997,20,11,-4
0.02999999999999997,-2,2,9
0.11999999999999994,3,3,6
0.030000000000000027,-1,1,3
0.08999999999999997,-1,-5,14
0.11999999999999994,-2,-1,22
0.030000000000000027,-2,-7,8
0.18,-8,-10,27
-0.019999999999999962,-5,-1,3
-0.16000000000000003,-19,-7,-14
0.03999999999999998,6,-6,21
0.12999999999999995,-6,-9,21
0.17000000000000004,2,0,13
-0.050000000000000044,2,-4,5
0.04999999999999999,3,0,1
0.07999999999999996,4,3,6
0.020000000000000018,8,0,10
0.010000000000000009,-5,-2,3
0.09999999999999998,-5,-1,2
-0.09999999999999998,-6,1,-4
0.07999999999999996,7,-4,8
-0.16999999999999998,-9,-2,-21
0.08000000000000002,-3,-1,-1
0.07,-4,0,6
0.24000000000000005,9,-2,33
0.12000000000000005,6,6,6
0.030000000000000027,-21,-10,4
0.07,2,1,6
-0.040000000000000036,5,2,4
0.04999999999999999,9,-10,25
0,-1,-7,9
0.12,14,-1,16
0.12,-8,1,3
0,-8,3,7
-0.13,4,2,-4
0,10,-4,13
0.11000000000000004,-3,-1,8
-0.010000000000000009,14,5,1
0.07,10,-2,13
0.21999999999999997,15,-2,30
0.020000000000000018,4,0,5
0.17000000000000004,-11,-4,17
0.09000000000000002,15,2,10
-0.009999999999999953,0,-3,5
0.09999999999999998,14,-6,22
0.009999999999999953,13,0,10
-0.07,-17,-12,2
-0.06999999999999995,-9,-10,2
-0.10999999999999999,1,6,-18
-0.10999999999999999,-2,-6,-4
0.030000000000000027,-13,-8,2
0.11000000000000004,3,2,5
-0.010000000000000009,4,-1,1
0.06,5,3,3
-0.09000000000000002,-17,-5,-10
0,-3,-9,2
0.10999999999999993,5,-1,16
-0.03999999999999998,17,-3,14
0.010000000000000009,-1,2,6
0.02999999999999997,5,-1,10
0.03999999999999998,7,1,5
0,18,8,-7
-0.08000000000000002,0,0,-8
0.06,18,-5,30
0,-3,-8,9
0.17999999999999994,5,4,13
0.13,3,-5,21
0.039999999999999925,-3,-5,13
0.06,-3,-1,7
0.09000000000000002,9,0,15
0.03999999999999998,-4,0,2
0.19000000000000006,12,4,23
0.23,12,1,27
0.10999999999999999,10,-4,30
0.040000000000000036,2,-6,10
-0.020000000000000018,-5,0,-6
-0.020000000000000018,4,-3,12
-0.07999999999999996,-1,-5,2
0.02999999999999997,10,-2,11
-0.07,-2,-2,-6
-0.020000000000000018,-2,0,-1
0.040000000000000036,22,-3,20
-0.010000000000000009,5,5,-13
0.04999999999999993,5,0,17
-0.18000000000000005,-6,-11,1
-0.009999999999999953,-7,7,-13
0.08999999999999997,16,-2,25
0.030000000000000027,-5,-2,7
0.03999999999999998,19,-4,15
0.07,3,1,8
-0.02999999999999997,-1,-2,2
0.08000000000000002,-4,-8,21
-0.009999999999999953,-8,3,-7
0.07,11,2,6
0.13,16,2,11
0.14,-4,2,13
-0.31,-9,0,-46
0.17000000000000004,16,1,27
0.19,9,1,28
0.08000000000000002,-7,1,5
0.10000000000000003,0,-2,4
0.11000000000000004,-7,3,9
0.13,12,5,22
0.06,12,12,3
-0.020000000000000018,-4,-5,1
0.15000000000000002,-7,4,3
-0.04999999999999999,3,-3,7
0.030000000000000027,2,0,8
-0.010000000000000009,-3,2,-6
-0.06,-6,1,-7
0,-21,-6,-3
-0.010000000000000009,1,-2,8
-0.08000000000000002,-16,-8,-4
-0.010000000000000009,-9,4,-12
0.06,5,2,11
-0.12999999999999995,-15,8,-21
0.07,-3,-4,18
0.10999999999999999,-26,-13,9
0.04999999999999999,1,1,9
-0.010000000000000009,16,5,5
0.11000000000000004,4,1,12
0,-9,4,-9
0.04999999999999999,-8,1,-10
0.07,2,-1,14
-0.020000000000000018,-5,8,-18
0.09000000000000002,2,3,1
0.23000000000000004,0,-7,34
0.08999999999999997,6,2,9
-0.15999999999999998,3,-6,2
0.15999999999999998,19,8,30
0.04999999999999999,-13,-9,8
0.04999999999999999,3,-7,23
0.23000000000000004,14,2,33
0.23000000000000004,9,7,19
-0.07,-5,-5,1
0.18000000000000005,8,1,23
0.06999999999999995,11,4,2
0.050000000000000044,0,-2,6
0.050000000000000044,19,8,3
-0.07999999999999996,-7,-5,-7
0.15000000000000002,-2,0,19
0.11000000000000004,9,8,3
0,7,-4,13
0.04999999999999999,-1,4,10
0.23000000000000004,8,-3,22
0.19,-2,-2,17
-0.019999999999999962,-5,-4,6
0.040000000000000036,9,-6,25
0.13999999999999996,10,0,20
0.15999999999999998,5,5,17
-0.050000000000000044,3,-14,10
0.02999999999999997,15,-1,8
0.13999999999999996,5,2,6
0.13,-1,-2,10
0.06,4,9,-7
0.22999999999999998,16,2,35
0.08000000000000002,-1,-6,19
0.19,12,0,37
0.09999999999999998,1,-8,21
-0.12,9,0,-5
0.14,6,-8,32
-0.020000000000000018,-6,-6,2
-0.14999999999999997,-19,-6,-18
0.13999999999999996,26,2,26
0.11000000000000004,14,-9,29
-0.010000000000000009,-3,1,1
-0.07999999999999996,-2,-5,1
0.08000000000000002,1,-2,12
-0.02999999999999997,11,4,10
0.07999999999999996,7,-3,12
0.010000000000000009,18,-3,13
0.25000000000000006,11,-1,42
-0.03999999999999998,-5,-8,-2
0.07,2,-1,12
-0.010000000000000009,6,-5,6
0.03999999999999998,4,-1,11
-0.019999999999999962,1,-2,8
-0.020000000000000018,-1,3,-4
0.040000000000000036,11,-4,23
0.030000000000000027,-9,-1,5
0.21000000000000002,19,2,30
0.12999999999999995,15,-1,23
0.030000000000000027,4,1,-6
0.07,3,-3,10
-0.040000000000000036,1,-8,-1
-0.17000000000000004,3,2,-18
0,0,-1,-4
0,-6,-11,6
0.09000000000000008,16,-15,39
0.03999999999999998,-7,-2,3
0.10999999999999999,10,5,16
0.10999999999999999,0,0,19
0.050000000000000044,14,5,14
